gameNumber,grid,score,gaveup,guessesLeft,timestamp
6,"['Macklin Celebrini (2023-24)', 'Brandon Yip (2005-09)', 'Rick Meagher (1973-77)', 'Rick DiPietro (1999-00)', 'Lane Hutson (2022-24)', 'Mike Fidler (1974-76)', 'Tom Willander (2023-25)', 'Jakob Forsbacka Karlsson (2015-17)', 'Wilmer Skoog (2019-23)']",9,False,0,2026-09-11T11:01:43.638Z
6,"['Caleb Malhotra (2026-27)', 'Macklin Celebrini (2023-24)', 'Tamara Giaquinto (2020-25)', 'Cole Eiserman (2024-26)', 'Lane Hutson (2022-24)', 'Jesse Compher (2017-21)', 'Sascha Boumedienne (2024-26)', 'Jakob Forsbacka Karlsson (2015-17)', 'Wilmer Skoog (2019-23)']",9,False,0,2026-09-11T12:15:02.816Z
6,"['Caleb Malhotra (2026-27)', None, 'Tamara Giaquinto (2020-25)', None, 'Joel Farabee (2018-19)', 'Jesse Compher (2017-21)', None, 'Jakob Forsbacka Karlsson (2015-17)', None]",5,False,0,2026-09-11T12:28:10.161Z
6,"['Colin Wilson (2007-09)', 'Macklin Celebrini (2023-24)', 'Shane Bowers (2017-19)', 'Brady Tkachuk (2017-18)', 'Joel Farabee (2018-19)', 'Max Willman (2018-19)', 'Tom Willander (2023-25)', 'Jakob Forsbacka Karlsson (2015-17)', 'Wilmer Skoog (2019-23)']",9,False,0,2026-09-11T12:29:10.261Z
6,"['Caleb Malhotra (2026-27)', 'Macklin Celebrini (2023-24)', 'Sacha Boisvert (2025-26)', 'Jack Eichel (2014-15)', 'Cole Hutson (2024-26)', 'Lane Hutson (2022-24)', 'Tom Willander (2023-25)', 'Jakob Forsbacka Karlsson (2015-17)', 'Wilmer Skoog (2019-23)']",9,False,0,2026-09-11T12:30:25.586Z
6,"['Macklin Celebrini (2023-24)', None, 'Marie-Philip Poulin (2010-15)', 'Jack Eichel (2014-15)', None, 'Jesse Compher (2017-21)', None, None, 'Wilmer Skoog (2019-23)']",5,False,0,2026-09-11T13:07:59.464Z
6,"['Macklin Celebrini (2023-24)', 'Corinne Schroeder (2017-21)', 'Marie-Philip Poulin (2010-15)', 'Jack Eichel (2014-15)', 'Jesse Compher (2017-21)', 'Callie Shanahan (2021-25)', 'Sascha Boumedienne (2024-26)', 'Jakob Forsbacka Karlsson (2015-17)', 'Wilmer Skoog (2019-23)']",9,False,0,2026-09-11T13:24:09.538Z
6,"['Macklin Celebrini (2023-24)', 'Marie-Philip Poulin (2010-15)', 'Dante Fabbro (2016-19)', 'Charlie McAvoy (2015-17)', 'Lane Hutson (2022-24)', 'Shane Lachance (2023-25)', 'Sascha Boumedienne (2024-26)', None, 'Tom Willander (2023-25)']",8,False,0,2026-09-11T13:37:10.957Z
6,"['Macklin Celebrini (2023-24)', 'Marie-Philip Poulin (2010-15)', 'Corinne Schroeder (2017-21)', 'Jack Eichel (2014-15)', 'Jake Oettinger (2016-19)', 'Jordan Greenway (2015-18)', None, 'Jakob Forsbacka Karlsson (2015-17)', 'Wilmer Skoog (2019-23)']",8,False,0,2026-09-11T13:38:16.017Z
6,"['Tynan Lawrence (2025-27)', 'Macklin Celebrini (2023-24)', 'Evan Rodrigues (2011-15)', 'Jack Eichel (2014-15)', 'Lane Hutson (2022-24)', 'Shane Lachance (2023-25)', 'Sascha Boumedienne (2024-26)', None, 'Wilmer Skoog (2019-23)']",8,True,1,2026-09-11T13:41:19.958Z
6,"['Caleb Malhotra (2026-27)', 'Macklin Celebrini (2023-24)', 'Tamara Giaquinto (2020-25)', 'Trevor Zegras (2019-20)', 'Lane Hutson (2022-24)', None, 'Tom Willander (2023-25)', None, 'Wilmer Skoog (2019-23)']",7,False,0,2026-09-11T13:49:11.981Z
6,"['Caleb Malhotra (2026-27)', 'Macklin Celebrini (2023-24)', 'Marie-Philip Poulin (2010-15)', 'Charlie McAvoy (2015-17)', 'Jack Eichel (2014-15)', 'Clayton Keller (2016-17)', 'Sascha Boumedienne (2024-26)', 'Jakob Forsbacka Karlsson (2015-17)', 'Tom Willander (2023-25)']",9,False,0,2026-09-11T15:18:00.367Z
6,"['Macklin Celebrini (2023-24)', None, 'John Cullen (1983-87)', 'Rick DiPietro (1999-00)', 'Cole Eiserman (2024-26)', 'Tony Amonte (1989-91)', 'Tom Willander (2023-25)', None, None]",6,False,0,2026-09-11T15:28:53.711Z
