gameNumber,grid,score,gaveup,guessesLeft,timestamp
3,"['Lane Hutson (2022-24)', 'Mike Eruzione (1973-77)', 'Cole Eiserman (2024-26)', 'A.J. Greer (2014-16)', 'Charlie McAvoy (2015-17)', 'Jack Eichel (2014-15)', 'Domenick Fensore (2019-23)', 'Jake Oettinger (2016-19)', 'Quinn Hutson (2022-25)']",9,False,0,2026-09-08T13:12:53.166Z
3,"['Chris Drury (1994-98)', 'Tony Amonte (1989-91)', None, 'Jack Eichel (2014-15)', None, None, 'Jay Pandolfo (1992-96)', 'Keith Tkachuk (1990-91)', 'Shawn Bates (1993-97)']",6,False,0,2026-09-08T13:18:08.189Z
3,"['Cole Eiserman (2024-26)', 'Dave Silk (1976-79)', 'Quinn Hutson (2022-25)', 'Brady Tkachuk (2017-18)', 'Jake Oettinger (2016-19)', 'Ahti Oksanen (2012-16)', 'Lane Hutson (2022-24)', None, None]",7,False,0,2026-09-08T13:24:06.639Z
3,"[None, None, None, None, None, None, None, None, None]",0,True,7,2026-09-08T13:26:51.505Z
3,"['Cole Eiserman (2024-26)', 'Tony Amonte (1989-91)', None, 'Jack Eichel (2014-15)', 'Clayton Keller (2016-17)', 'Evan Rodrigues (2011-15)', 'Lane Hutson (2022-24)', 'Drew Commesso (2020-23)', 'Quinn Hutson (2022-25)']",8,False,0,2026-09-08T14:18:35.158Z
3,"['Cole Eiserman (2024-26)', 'Mike Eruzione (1973-77)', None, 'Jack Eichel (2014-15)', None, 'Evan Rodrigues (2011-15)', 'Domenick Fensore (2019-23)', 'Jake Oettinger (2016-19)', 'Quinn Hutson (2022-25)']",7,False,0,2026-09-08T15:33:17.465Z
3,"['Rebecca Leslie (2014-18)', 'Marie-Philip Poulin (2010-15)', 'Victoria Bach (2014-18)', 'Brady Tkachuk (2017-18)', 'Jordan Greenway (2015-18)', 'Jack Eichel (2014-15)', 'Tamara Giaquinto (2020-25)', 'Jenn Wakefield (2010-12)', None]",8,False,0,2026-09-08T15:39:49.122Z
3,"['Cole Eiserman (2024-26)', 'Dave Silk (1976-79)', 'Bobo Carpenter (2015-19)', 'Dante Fabbro (2016-19)', 'Jordan Greenway (2015-18)', 'Jack Eichel (2014-15)', 'Lane Hutson (2022-24)', 'Kevin Shattenkirk (2007-10)', 'John Cullen (1983-87)']",9,False,0,2026-09-08T16:54:43.136Z
3,"[None, 'Marie-Philip Poulin (2010-15)', None, 'Clayton Keller (2016-17)', 'Charlie McAvoy (2015-17)', None, 'Jack Eichel (2014-15)', 'Jordan Greenway (2015-18)', None]",5,False,0,2026-09-08T17:07:04.101Z
3,"[""Danny O'Regan (2012-16)"", 'Dave Silk (1976-79)', 'Jack Garrity (1949-51)', 'A.J. Greer (2014-16)', 'Jordan Greenway (2015-18)', 'Evan Rodrigues (2011-15)', 'Ryan Greene (2022-25)', 'Chris Drury (1994-98)', 'Mike Grier (1993-96)']",9,False,0,2026-09-08T18:48:06.164Z
3,"[None, None, 'Evan Rodrigues (2011-15)', 'Clayton Keller (2016-17)', 'Charlie McAvoy (2015-17)', 'Jack Eichel (2014-15)', 'Matt Grzelcyk (2012-16)', None, None]",5,False,0,2026-09-08T20:08:45.064Z
3,"[None, 'Chris Drury (1994-98)', 'Rick Meagher (1973-77)', 'Jordan Greenway (2015-18)', 'Jack Eichel (2014-15)', 'Evan Rodrigues (2011-15)', 'Lane Hutson (2022-24)', 'Drew Commesso (2020-23)', 'Quinn Hutson (2022-25)']",8,False,0,2026-09-08T23:31:49.210Z
3,"[None, 'Marie-Philip Poulin (2010-15)', 'Jay Pandolfo (1992-96)', 'Dante Fabbro (2016-19)', 'Jake Oettinger (2016-19)', 'Jack Eichel (2014-15)', 'Lane Hutson (2022-24)', 'Jordan Greenway (2015-18)', 'Quinn Hutson (2022-25)']",8,False,0,2026-09-08T23:39:57.526Z
3,"['Lane Hutson (2022-24)', None, 'Quinn Hutson (2022-25)', None, None, None, None, 'Jack Eichel (2014-15)', None]",3,False,0,2026-09-08T23:51:43.996Z
