gameNumber,grid,score,gaveup,guessesLeft,timestamp
2,"['Matt Grzelcyk (2012-16)', 'Shane Lachance (2023-25)', 'Quinn Hutson (2022-25)', 'Chris Drury (1994-98)', ""Danny O'Regan (2012-16)"", 'Tony Amonte (1989-91)', 'Domenick Fensore (2019-23)', 'Macklin Celebrini (2023-24)', 'Jack Eichel (2014-15)']",9,False,0,2026-09-07T12:08:09.401Z
2,"['Bill Pierce (1993-97)', 'Daryl MacLeod (1977-81)', 'Peter Marshall (1982-86)', 'Bobo Carpenter (2015-19)', 'Terry Meagher (1973-76)', 'Jack Garrity (1949-51)', None, 'John Cullen (1983-87)', None]",7,False,0,2026-09-07T12:19:22.417Z
2,"['Logan Cockerill (2017-22)', 'Cole Hutson (2024-26)', 'Cole Eiserman (2024-26)', None, 'Quinn Hutson (2022-25)', 'Chris Drury (1994-98)', 'Ryan Greene (2022-25)', 'Jay Pandolfo (1992-96)', 'Lane Hutson (2022-24)']",8,False,0,2026-09-07T13:11:34.127Z
2,"['John McCarthy (2005-09)', 'Chris Connolly (2008-12)', 'Cole Eiserman (2024-26)', 'Pete MacArthur (2004-08)', None, 'Bobo Carpenter (2015-19)', 'Tamara Giaquinto (2020-25)', 'Cole Hutson (2024-26)', 'Macklin Celebrini (2023-24)']",8,False,0,2026-09-07T13:44:26.069Z
2,"['Shane Lachance (2023-25)', 'Chris Connolly (2008-12)', 'Cole Eiserman (2024-26)', 'Pete MacArthur (2004-08)', None, 'Bobo Carpenter (2015-19)', 'Tamara Giaquinto (2020-25)', 'Cole Hutson (2024-26)', 'Macklin Celebrini (2023-24)']",8,False,0,2026-09-07T13:49:22.718Z
2,"['John McCarthy (2005-09)', 'Matt Lane (2012-16)', 'Quinn Hutson (2022-25)', None, None, None, 'Matt Gilroy (2005-09)', 'Colin Wilson (2007-09)', 'Cole Hutson (2024-26)']",6,False,0,2026-09-07T14:11:39.252Z
2,"['Shane Lachance (2023-25)', 'Cole Eiserman (2024-26)', 'Cole Hutson (2024-26)', 'Chris Drury (1994-98)', None, 'Quinn Hutson (2022-25)', None, None, 'Wilmer Skoog (2019-23)']",6,False,0,2026-09-07T15:01:32.098Z
2,"['Gavin McCarthy (2023-26)', 'Cole Eiserman (2024-26)', 'Cole Hutson (2024-26)', None, None, 'Jay Pandolfo (1992-96)', 'Ryan Greene (2022-25)', 'Macklin Celebrini (2023-24)', 'Clayton Keller (2016-17)']",7,False,0,2026-09-07T17:03:51.686Z
2,"['Logan Cockerill (2017-22)', 'Jack Harvey (2023-27)', 'Cole Hutson (2024-26)', None, None, 'Quinn Hutson (2022-25)', None, 'Jack Eichel (2014-15)', 'Lane Hutson (2022-24)']",6,False,0,2026-09-07T17:04:08.512Z
2,"['Sammy Davis (2015-20)', 'Courtney Correia (2018-22)', 'Abby Cook (2016-20)', 'Marie-Philip Poulin (2010-15)', 'Rebecca Leslie (2014-18)', 'Jenn Wakefield (2010-12)', 'Jesse Compher (2017-21)', None, 'Victoria Bach (2014-18)']",8,False,0,2026-09-07T17:18:41.310Z
2,"['Matt Grzelcyk (2012-16)', 'Dylan Peterson (2020-24)', 'Nick Zabaneh (2020-24)', None, 'Tony Amonte (1989-91)', 'Quinn Hutson (2022-25)', None, 'Macklin Celebrini (2023-24)', 'Jack Eichel (2014-15)']",7,False,0,2026-09-07T17:50:57.713Z
2,"[None, None, None, None, None, None, 'Matt Grzelcyk (2012-16)', None, 'Macklin Celebrini (2023-24)']",2,False,0,2026-09-07T18:02:54.058Z
2,"['Ryan Greene (2022-25)', 'Matt Brown (2021-23)', 'Dylan Peterson (2020-24)', None, None, None, 'Domenick Fensore (2019-23)', None, 'Jack Eichel (2014-15)']",5,False,0,2026-09-07T18:09:47.108Z
2,"['Mark Krys (1987-91)', 'David Warsofsky (2008-11)', 'Tony Amonte (1989-91)', 'Pete MacArthur (2004-08)', 'John Cullen (1983-87)', 'Mike Grier (1993-96)', 'Chris Drury (1994-98)', 'Shawn McEachern (1988-91)', 'Lane Hutson (2022-24)']",9,False,0,2026-09-07T18:14:39.846Z
2,"['Mike Sullivan (1986-90)', 'Cole Eiserman (2024-26)', 'Matt Grzelcyk (2012-16)', 'Terry Meagher (1973-76)', 'Rick Meagher (1973-77)', 'Chris Drury (1994-98)', 'Jacques Joubert (1992-95)', 'Shawn McEachern (1988-91)', 'Jay Pandolfo (1992-96)']",9,False,0,2026-09-07T18:14:56.562Z
2,"['Reagan Rust (2017-19)', 'Gavin McCarthy (2023-26)', 'Tristan Amonte (2021-25)', 'Mike Eruzione (1973-77)', 'Jay Pandolfo (1992-96)', 'Quinn Hutson (2022-25)', 'Tamara Giaquinto (2020-25)', 'Cole Hutson (2024-26)', 'Macklin Celebrini (2023-24)']",9,False,0,2026-09-07T18:24:09.674Z
2,"['Shane Lachance (2023-25)', 'Cole Eiserman (2024-26)', 'Quinn Hutson (2022-25)', None, 'Chris Drury (1994-98)', 'Jay Pandolfo (1992-96)', None, None, 'Tony Amonte (1989-91)']",6,False,0,2026-09-07T18:25:23.877Z
2,"[None, 'Evan Rodrigues (2011-15)', 'Jack Eichel (2014-15)', None, None, None, None, ""Danny O'Regan (2012-16)"", 'Patrick Harper (2016-20)']",4,False,0,2026-09-07T18:50:19.922Z
2,"['Shane Lachance (2023-25)', 'Brandon Svoboda (2024-27)', 'Cole Eiserman (2024-26)', 'Jay Pandolfo (1992-96)', None, 'Quinn Hutson (2022-25)', 'Matt Grzelcyk (2012-16)', 'Macklin Celebrini (2023-24)', 'Lane Hutson (2022-24)']",8,False,0,2026-09-07T18:53:33.996Z
2,"['Shane Lachance (2023-25)', 'Ryan Greene (2022-25)', 'Jack Harvey (2023-27)', 'Chris Drury (1994-98)', 'Mike Eruzione (1973-77)', 'Jay Pandolfo (1992-96)', 'Domenick Fensore (2019-23)', 'Macklin Celebrini (2023-24)', 'Lane Hutson (2022-24)']",9,False,0,2026-09-07T18:54:08.258Z
2,"['Shane Lachance (2023-25)', 'Cole Eiserman (2024-26)', 'Quinn Hutson (2022-25)', 'Chris Drury (1994-98)', 'Mike Eruzione (1973-77)', 'Jack Garrity (1949-51)', None, 'Macklin Celebrini (2023-24)', None]",7,False,0,2026-09-07T19:15:26.722Z
2,"['Shane Lachance (2023-25)', None, None, 'Bobo Carpenter (2015-19)', None, None, 'Domenick Fensore (2019-23)', 'Tony Amonte (1989-91)', 'Macklin Celebrini (2023-24)']",5,False,0,2026-09-07T19:22:47.981Z
2,"['Matt Grzelcyk (2012-16)', None, 'Cole Hutson (2024-26)', 'Bobo Carpenter (2015-19)', ""Danny O'Regan (2012-16)"", 'Ahti Oksanen (2012-16)', None, None, 'Macklin Celebrini (2023-24)']",6,False,0,2026-09-07T19:34:02.849Z
