gameNumber,grid,score,gaveup,guessesLeft,timestamp
1,"['Logan Cockerill (2017-22)', 'Lane Hutson (2022-24)', 'Patrick Curry (2016-20)', 'Shane Lachance (2023-25)', 'Joe Pereira (2007-11)', 'Joel Farabee (2018-19)', 'Matt Gilroy (2005-09)', 'Matt Brown (2021-23)', 'David Farrance (2017-21)']",9,False,0,2026-09-06T16:51:29.734Z
1,"[None, 'Matt Gilroy (2005-09)', 'Shane Lachance (2023-25)', 'Gavin McCarthy (2023-26)', 'Lachlan Getz (2022-23)', 'Quinn Hutson (2022-25)', None, 'Lane Hutson (2022-24)', 'Cole Hutson (2024-26)']",7,False,0,2026-09-06T16:54:58.431Z
1,"[None, None, None, 'Case McCarthy (2019-24)', None, None, None, 'Jack Eichel (2014-15)', None]",2,True,5,2026-09-06T16:58:01.862Z
1,"['Matt Grzelcyk (2012-16)', 'Matt Gilroy (2005-09)', 'Brandon Yip (2005-09)', None, 'Charlie McAvoy (2015-17)', 'Nick Bonino (2007-10)', 'Kevin Shattenkirk (2007-10)', 'Colby Cohen (2007-10)', 'Jack Eichel (2014-15)']",8,False,0,2026-09-06T16:58:04.625Z
1,"[None, 'Evan Rodrigues (2011-15)', 'Macklin Celebrini (2023-24)', 'Shane Lachance (2023-25)', 'Matt Grzelcyk (2012-16)', 'Quinn Hutson (2022-25)', None, 'Jack Eichel (2014-15)', 'Cole Hutson (2024-26)']",7,False,0,2026-09-06T17:18:46.868Z
1,"[None, None, 'Lane Hutson (2022-24)', 'Shane Lachance (2023-25)', 'Quinn Hutson (2022-25)', 'Domenick Fensore (2019-23)', None, 'Jack Eichel (2014-15)', 'Macklin Celebrini (2023-24)']",6,False,0,2026-09-06T17:19:17.383Z
1,"['Garrett Noonan (2010-14)', 'Matt Grzelcyk (2012-16)', 'Evan Rodrigues (2011-15)', None, ""Danny O'Regan (2012-16)"", 'Brady Tkachuk (2017-18)', None, 'Jack Eichel (2014-15)', 'Macklin Celebrini (2023-24)']",7,False,0,2026-09-06T17:23:23.158Z
1,"['Jack Garrity (1949-51)', 'Terry Meagher (1973-76)', 'Dave Silk (1976-79)', 'Jerry August (1978-83)', 'Mark Fidler (1977-81)', 'Jack Baker (1998-02)', 'John Danby (1969-72)', 'Kaj Linna (1991-95)', 'Mike Pomichter (1991-94)']",9,False,0,2026-09-06T17:48:43.578Z
1,"[None, 'Jordan Greenway (2015-18)', 'Macklin Celebrini (2023-24)', 'Matt Grzelcyk (2012-16)', 'Matt Gilroy (2005-09)', ""Danny O'Regan (2012-16)"", 'Chris Drury (1994-98)', 'Chris Dyment (1998-02)', 'Jack Eichel (2014-15)']",8,False,0,2026-09-06T18:12:53.178Z
1,"['Matt Gilroy (2005-09)', 'Lane Hutson (2022-24)', 'Macklin Celebrini (2023-24)', 'Logan Cockerill (2017-22)', 'Matt Brown (2021-23)', 'Quinn Hutson (2022-25)', 'Matt Grzelcyk (2012-16)', 'Jay Pandolfo (1992-96)', 'Herb Wakabayashi (1966-69)']",9,False,0,2026-09-06T18:14:51.517Z
1,"[None, None, 'Cole Hutson (2024-26)', 'Kevin Shattenkirk (2007-10)', 'Lane Hutson (2022-24)', 'Chris Drury (1994-98)', 'Matt Gilroy (2005-09)', 'Colin Wilson (2007-09)', 'Jack Eichel (2014-15)']",7,False,0,2026-09-06T18:22:20.976Z
1,"['Brian McConnell (2001-05)', 'Herb Wakabayashi (1966-69)', 'Chris Drury (1994-98)', 'Brad Zancanaro (2002-06)', 'Kenny Roche (2003-07)', 'Tony Amonte (1989-91)', 'Jay Pandolfo (1992-96)', 'Matt Gilroy (2005-09)', 'Shawn McEachern (1988-91)']",9,False,0,2026-09-06T18:22:34.707Z
1,"['Matt Grzelcyk (2012-16)', 'Evan Rodrigues (2011-15)', ""Danny O'Regan (2012-16)"", 'Doyle Somerby (2013-17)', 'Chase Phelps (2014-18)', None, None, None, 'Jack Eichel (2014-15)']",6,False,0,2026-09-06T18:27:53.274Z
1,"[None, None, 'Macklin Celebrini (2023-24)', None, 'Charlie McAvoy (2015-17)', 'Cole Eiserman (2024-26)', None, 'Jack Eichel (2014-15)', 'Lane Hutson (2022-24)']",5,False,0,2026-09-06T18:40:29.333Z
1,"[None, None, None, None, None, None, None, None, None]",0,True,6,2026-09-06T18:43:54.365Z
1,"[None, None, None, None, 'Lane Hutson (2022-24)', None, None, None, None]",1,True,4,2026-09-06T18:45:05.947Z
1,"['Matt Grzelcyk (2012-16)', None, 'Bobo Carpenter (2015-19)', 'Doyle Somerby (2013-17)', 'Matt Lane (2012-16)', 'Joel Farabee (2018-19)', 'Matt Gilroy (2005-09)', None, 'Jack Eichel (2014-15)']",7,False,0,2026-09-06T18:45:41.186Z
1,"['Ryan Greene (2022-25)', 'Lane Hutson (2022-24)', 'Wilmer Skoog (2019-23)', 'Case McCarthy (2019-24)', 'Drew Commesso (2020-23)', 'Cole Hutson (2024-26)', 'Chris Drury (1994-98)', None, None]",7,False,0,2026-09-06T18:49:03.774Z
1,"['Shane Lachance (2023-25)', None, 'Macklin Celebrini (2023-24)', 'Jay Pandolfo (1992-96)', 'Joe Pereira (2007-11)', 'Jack Harvey (2023-27)', 'Chris Drury (1994-98)', 'Matt Gilroy (2005-09)', 'Jack Eichel (2014-15)']",8,False,0,2026-09-06T18:49:49.789Z
1,"['Mike Eruzione (1973-77)', 'Nick Bonino (2007-10)', 'Macklin Celebrini (2023-24)', 'Case McCarthy (2019-24)', 'Zach Cohen (2006-10)', 'Shawn McEachern (1988-91)', 'Chris Drury (1994-98)', 'Colby Cohen (2007-10)', 'Matt Gilroy (2005-09)']",9,False,0,2026-09-06T18:56:57.488Z
1,"[None, None, None, None, None, None, None, None, None]",0,True,9,2026-09-06T19:01:48.792Z
1,"['Patrick Curry (2016-20)', None, None, 'Gavin McCarthy (2023-26)', 'Case McCarthy (2019-24)', 'Lane Hutson (2022-24)', None, None, 'Macklin Celebrini (2023-24)']",5,False,0,2026-09-06T19:13:03.951Z
1,"['Shane Lachance (2023-25)', 'Matt Brown (2021-23)', 'Cole Hutson (2024-26)', 'Logan Cockerill (2017-22)', 'Domenick Fensore (2019-23)', 'Quinn Hutson (2022-25)', None, 'Lane Hutson (2022-24)', 'Jack Eichel (2014-15)']",8,False,0,2026-09-06T19:13:07.627Z
1,"['Shane Lachance (2023-25)', 'Lane Hutson (2022-24)', 'Matt Brown (2021-23)', 'Domenick Fensore (2019-23)', ""Jay O'Brien (2020-23)"", 'Don Cahoon (1969-72)', 'John Danby (1969-72)', 'Jack Eichel (2014-15)', 'Chris Drury (1994-98)']",9,False,0,2026-09-06T19:41:22.302Z
1,"['Jack Garrity (1949-51)', 'Matt Brown (2021-23)', 'Lane Hutson (2022-24)', 'Case McCarthy (2019-24)', 'Mike Eruzione (1973-77)', 'Quinn Hutson (2022-25)', 'Matt Grzelcyk (2012-16)', ""Danny O'Regan (2012-16)"", 'Cole Hutson (2024-26)']",9,False,0,2026-09-06T19:57:23.309Z
1,"['Domenick Fensore (2019-23)', 'Ryan Greene (2022-25)', 'Lane Hutson (2022-24)', 'Gavin McCarthy (2023-26)', 'Cade Webber (2020-24)', 'Matt Brown (2021-23)', 'Chris Drury (1994-98)', 'Jay Pandolfo (1992-96)', 'Macklin Celebrini (2023-24)']",9,False,0,2026-09-06T20:01:47.296Z
1,"['Patrick Curry (2016-20)', 'Lane Hutson (2022-24)', 'Ryan Greene (2022-25)', 'Shane Lachance (2023-25)', None, ""Danny O'Regan (2012-16)"", None, None, 'Jack Eichel (2014-15)']",6,False,0,2026-09-06T20:05:51.343Z
1,"['Logan Cockerill (2017-22)', 'Domenick Fensore (2019-23)', 'Lane Hutson (2022-24)', 'Mike Eruzione (1973-77)', 'Quinn Hutson (2022-25)', 'Cole Hutson (2024-26)', None, 'Matt Brown (2021-23)', 'Matt Gilroy (2005-09)']",8,False,0,2026-09-06T20:17:02.039Z
1,"['Shane Lachance (2023-25)', None, None, None, None, 'Chris Drury (1994-98)', None, None, None]",2,True,6,2026-09-06T22:06:40.703Z
1,"['Tommi Degerman (1996-00)', 'Shawn Bates (1993-97)', 'Mike Grier (1993-96)', 'Matt Gilroy (2005-09)', 'Chris Drury (1994-98)', 'Jack Eichel (2014-15)', 'Jacques Joubert (1992-95)', 'Lane Hutson (2022-24)', 'Macklin Celebrini (2023-24)']",9,False,0,2026-09-06T22:52:56.466Z
1,"['Ryan Greene (2022-25)', 'Ahti Oksanen (2012-16)', 'Evan Rodrigues (2011-15)', None, 'Doyle Somerby (2013-17)', 'Patrick Harper (2016-20)', None, None, 'Jack Eichel (2014-15)']",6,False,0,2026-09-06T23:16:08.913Z
1,"[None, None, None, 'Brad Zancanaro (2002-06)', 'John McCarthy (2005-09)', 'Kenny Roche (2003-07)', 'Chris Drury (1994-98)', 'Jack Eichel (2014-15)', 'Macklin Celebrini (2023-24)']",6,False,0,2026-09-06T23:31:19.755Z
1,"['Mike Eruzione (1973-77)', 'Mike Grier (1993-96)', 'Chris Drury (1994-98)', 'Brad Zancanaro (2002-06)', 'John McCarthy (2005-09)', 'Kenny Roche (2003-07)', 'Matt Gilroy (2005-09)', 'Jack Eichel (2014-15)', 'Macklin Celebrini (2023-24)']",9,False,0,2026-09-06T23:34:12.086Z
1,"['Jack Parker (1965-68)', 'Matt Gilroy (2005-09)', 'Tony Amonte (1989-91)', 'Kevin Shattenkirk (2007-10)', 'Jack Eichel (2014-15)', 'Cole Eiserman (2024-26)', None, 'Colin Wilson (2007-09)', 'Macklin Celebrini (2023-24)']",8,False,0,2026-09-07T00:54:22.426Z
1,"['Jack Parker (1965-68)', None, None, 'Jacques Joubert (1992-95)', 'Doug Friedman (1990-94)', 'Jack Eichel (2014-15)', 'Matt Gilroy (2005-09)', 'Colin Wilson (2007-09)', 'Macklin Celebrini (2023-24)']",7,False,0,2026-09-07T00:55:14.161Z
1,"['Logan Cockerill (2017-22)', None, 'Cole Hutson (2024-26)', 'Case McCarthy (2019-24)', 'Matt Brown (2021-23)', 'Lane Hutson (2022-24)', None, None, None]",5,False,0,2026-09-07T01:17:46.319Z
1,"['Bobo Carpenter (2015-19)', 'Jack Eichel (2014-15)', 'Lane Hutson (2022-24)', 'John McCarthy (2005-09)', 'Kevin Shattenkirk (2007-10)', None, 'Matt Gilroy (2005-09)', 'Charlie McAvoy (2015-17)', 'Macklin Celebrini (2023-24)']",8,False,0,2026-09-07T04:03:41.295Z
1,"['Rebecca Leslie (2014-18)', None, 'Marie-Philip Poulin (2010-15)', 'Bobo Carpenter (2015-19)', 'Kerrin Sperry (2010-14)', None, 'Jesse Compher (2017-21)', 'Catherine Ward (2010-11)', 'Sarah Lefort (2012-16)']",7,False,0,2026-09-07T04:52:15.986Z
