last,first,name,height,DOB,homeTown,year,season,city,state,country
Emery,Keith,Keith Emery,6-0,3/30/1978,"Belmont, Massachusetts",1997,1997-98,Belmont,Massachusetts,United States
Kealty,Jeff,Jeff Kealty,6-4,4/9/1976,"Newton, Massachusetts",1997,1997-98,Newton,Massachusetts,United States
Kelleher,Chris,Chris Kelleher,6-1,3/23/1975,"Belmont, Massachusetts",1997,1997-98,Belmont,Massachusetts,United States
Poti,Tom,Tom Poti,6-3,3/22/1977,"Worcester, Massachusetts",1997,1997-98,Worcester,Massachusetts,United States
Ronan,Dan,Dan Ronan,5-11,6/18/1975,"Woburn, Massachusetts",1997,1997-98,Woburn,Massachusetts,United States
Sheen,Colin,Colin Sheen,6-1,1/17/1979,"Hopkinton, New Hampshire",1997,1997-98,Hopkinton,New Hampshire,United States
Bartlett,Russ,Russ Bartlett,6-2,2/10/1978,"Windham, New Hampshire",1997,1997-98,Windham,New Hampshire,United States
Campbell,Ryan,Ryan Campbell,6-2,,"Medford, New Jersey",1997,1997-98,Medford,New Jersey,United States
Corazzini,Carl,Carl Corazzini,5-9,4/21/1979,"Framingham, Massachusetts",1997,1997-98,Framingham,Massachusetts,United States
Degerman,Tommi,Tommi Degerman,6-1,2/23/1976,"Helsinki, Finland",1997,1997-98,Helsinki,Uusimaa,Finland
Donatelli,Peter,Peter Donatelli,5-10,,"North Providence, Rhode Island",1997,1997-98,North Providence,Rhode Island,United States
Drury,Chris,Chris Drury,5-10,8/20/1976,"Trumbull, Connecticut",1997,1997-98,Trumbull,Connecticut,United States
Gillis,Nick,Nick Gillis,6-0,2/20/1978,"Winthrop, Massachusetts",1997,1997-98,Winthrop,Massachusetts,United States
Hanson,Bobby,Bobby Hanson,6-0,2/26/1977,"Peabody, Massachusetts",1997,1997-98,Peabody,Massachusetts,United States
Perry,Scott,Scott Perry,6-0,10/12/1978,"Dorchester, Massachusetts",1997,1997-98,Dorchester,Massachusetts,United States
Quebec,Greg,Greg Quebec,6-0,2/2/1978,"Acton, Massachusetts",1997,1997-98,Acton,Massachusetts,United States
Sylvia,Mike,Mike Sylvia,-,2/5/1976,"Newton, Massachusetts",1997,1997-98,Newton,Massachusetts,United States
Vuori,Juha,Juha Vuori,6-0,3/21/1975,"Ulvila, Finland",1997,1997-98,Ulvila,Satakunta,Finland
Weston,Bob,Bob Weston,5-11,,"East Amherst, New York",1997,1997-98,East Amherst,New York,United States
Ferullo,Shawn,Shawn Ferullo,5-8,,"Lynnfield, Massachusetts",1997,1997-98,Lynnfield,Massachusetts,United States
Larocque,Michel,Michel Larocque,5-11,10/3/1976,"Lahr, Germany",1997,1997-98,Lahr,Baden-Württemberg,Germany
Noble,Tom,Tom Noble,5-10,3/21/1975,"Hanover, Massachusetts",1997,1997-98,Hanover,Massachusetts,United States
Aufiero,Pat,Pat Aufiero,6-0,7/1/1980,"Winchester, Massachusetts",1998,1998-99,Winchester,Massachusetts,United States
DiPenta,Joe,Joe DiPenta,6-2,2/25/1979,"Barrie, Ontario",1998,1998-99,Barrie,Ontario,Canada
Dyment,Chris,Chris Dyment,6-3,10/24/1979,"Reading, Massachusetts",1998,1998-99,Reading,Massachusetts,United States
Emery,Keith,Keith Emery,6-0,3/30/1978,"Belmont, Massachusetts",1998,1998-99,Belmont,Massachusetts,United States
LoPresti,David,David LoPresti,6-0,2/23/1978,"East Boston, Massachusetts",1998,1998-99,East Boston,Massachusetts,United States
Ronan,Dan,Dan Ronan,5-11,6/18/1975,"Woburn, Massachusetts",1998,1998-99,Woburn,Massachusetts,United States
Sheen,Colin,Colin Sheen,6-1,1/17/1979,"Hopkinton, New Hampshire",1998,1998-99,Hopkinton,New Hampshire,United States
Baker,Jack,Jack Baker,5-7,2/21/1980,"Boston, Massachusetts",1998,1998-99,Boston,Massachusetts,United States
Bartlett,Russ,Russ Bartlett,6-2,2/10/1978,"Windham, New Hampshire",1998,1998-99,Windham,New Hampshire,United States
Cavanaugh,Dan,Dan Cavanaugh,6-2,3/3/1980,"Springfield, Massachusetts",1998,1998-99,Springfield,Massachusetts,United States
Corazzini,Carl,Carl Corazzini,5-9,4/21/1979,"Framingham, Massachusetts",1998,1998-99,Framingham,Massachusetts,United States
Degerman,Tommi,Tommi Degerman,6-1,2/23/1976,"Helsinki, Finland",1998,1998-99,Helsinki,Uusimaa,Finland
DiMella,Mike,Mike DiMella,5-9,7/18/1979,"Medford, Massachusetts",1998,1998-99,Medford,Massachusetts,United States
Gillis,Nick,Nick Gillis,6-0,2/20/1978,"Winthrop, Massachusetts",1998,1998-99,Winthrop,Massachusetts,United States
Hanson,Bobby,Bobby Hanson,6-0,2/26/1977,"Peabody, Massachusetts",1998,1998-99,Peabody,Massachusetts,United States
Heron,Chris,Chris Heron,5-10,4/8/1979,"Mississauga, Ontario",1998,1998-99,Mississauga,Ontario,Canada
O'Connell,Albie,Albie O'Connell,6-0,5/20/1976,"Watertown, Massachusetts",1998,1998-99,Watertown,Massachusetts,United States
Pandolfo,Mike,Mike Pandolfo,6-3,9/15/1979,"Burlington, Massachusetts",1998,1998-99,Burlington,Massachusetts,United States
Perry,Scott,Scott Perry,6-0,10/12/1978,"Dorchester, Massachusetts",1998,1998-99,Dorchester,Massachusetts,United States
Quebec,Greg,Greg Quebec,6-0,2/2/1978,"Acton, Massachusetts",1998,1998-99,Acton,Massachusetts,United States
Vuori,Juha,Juha Vuori,6-0,3/21/1975,"Ulvila, Finland",1998,1998-99,Ulvila,Satakunta,Finland
Weston,Bob,Bob Weston,5-11,,"East Amherst, New York",1998,1998-99,East Amherst,New York,United States
Larocque,Michel,Michel Larocque,5-11,10/3/1976,"Lahr, Germany",1998,1998-99,Lahr,Baden-Württemberg,Germany
Magid,Dave,Dave Magid,-,,"Orange, Connecticut",1998,1998-99,Orange,Connecticut,United States
Tapp,Jason,Jason Tapp,5-7,4/8/1978,"Kelowna, British Columbia",1998,1998-99,Kelowna,British Columbia,Canada
Aufiero,Pat,Pat Aufiero,6-2,7/1/1980,"Winchester, Massachusetts",1999,1999-00,Winchester,Massachusetts,United States
Bussoli,Mike,Mike Bussoli,6-1,11/6/1978,"Calgary, Alberta",1999,1999-00,Calgary,Alberta,Canada
Cronin,John,John Cronin,6-1,5/1/1980,"Duxbury, Massachusetts",1999,1999-00,Duxbury,Massachusetts,United States
Dyment,Chris,Chris Dyment,6-2,10/24/1979,"Reading, Massachusetts",1999,1999-00,Reading,Massachusetts,United States
Emery,Keith,Keith Emery,6-0,3/30/1978,"Belmont, Massachusetts",1999,1999-00,Belmont,Massachusetts,United States
Meyer,Freddy,Freddy Meyer,,1/4/1981,"Sanbornville, New Hampshire",1999,1999-00,Sanbornville,New Hampshire,United States
Sheen,Colin,Colin Sheen,6-1,1/17/1979,"Hopkinton, New Hampshire",1999,1999-00,Hopkinton,New Hampshire,United States
Baker,Jack,Jack Baker,5-7,2/21/1980,"Boston, Massachusetts",1999,1999-00,Boston,Massachusetts,United States
Cavanaugh,Dan,Dan Cavanaugh,6-1,3/3/1980,"Springfield, Massachusetts",1999,1999-00,Springfield,Massachusetts,United States
Collins,Brian,Brian Collins,6-0,9/13/1980,"Shrewsbury, Massachusetts",1999,1999-00,Shrewsbury,Massachusetts,United States
Corazzini,Carl,Carl Corazzini,5-9,4/21/1979,"Framingham, Massachusetts",1999,1999-00,Framingham,Massachusetts,United States
Degerman,Tommi,Tommi Degerman,6-2,2/23/1976,"Helsinki, Finland",1999,1999-00,Helsinki,Uusimaa,Finland
DiMella,Mike,Mike DiMella,5-10,7/18/1979,"Medford, Massachusetts",1999,1999-00,Medford,Massachusetts,United States
Gillis,Nick,Nick Gillis,6-0,2/20/1978,"Winthrop, Massachusetts",1999,1999-00,Winthrop,Massachusetts,United States
Hanson,Bobby,Bobby Hanson,6-0,2/26/1977,"Peabody, Massachusetts",1999,1999-00,Peabody,Massachusetts,United States
Heron,Chris,Chris Heron,5-11,4/8/1979,"Mississauga, Ontario",1999,1999-00,Mississauga,Ontario,Canada
Pandolfo,Mike,Mike Pandolfo,6-3,9/15/1979,"Burlington, Massachusetts",1999,1999-00,Burlington,Massachusetts,United States
Perry,Scott,Scott Perry,5-11,10/12/1978,"Dorchester, Massachusetts",1999,1999-00,Dorchester,Massachusetts,United States
Priem,Ryan,Ryan Priem,6-1,6/5/1980,"Minnetonka, Minnesota",1999,1999-00,Minnetonka,Minnesota,United States
Quebec,Greg,Greg Quebec,6-0,2/2/1978,"Acton, Massachusetts",1999,1999-00,Acton,Massachusetts,United States
Sabo,John,John Sabo,5-8,9/4/1981,"Harding Township, New Jersey",1999,1999-00,Harding Township,New Jersey,United States
Vuori,Juha,Juha Vuori,6-1,3/21/1975,"Ulvila, Finland",1999,1999-00,Ulvila,Satakunta,Finland
DiPietro,Rick,Rick DiPietro,6-0,9/19/1981,"Ann Arbor, Michigan",1999,1999-00,Ann Arbor,Michigan,United States
Tapp,Jason,Jason Tapp,5-7,4/8/1978,"Kelowna, British Columbia",1999,1999-00,Kelowna,British Columbia,Canada
Warren,Andy,Andy Warren,5-11,6/22/1980,"Princeton Junction, New Jersey",1999,1999-00,Princeton Junction,New Jersey,United States
Aufiero,Pat,Pat Aufiero,6-2,7/1/1980,"Winchester, Massachusetts",2000,2000-01,Winchester,Massachusetts,United States
Bjelajac,Kevin,Kevin Bjelajac,5-10,9/15/1981,"Los Angeles, California",2000,2000-01,Los Angeles,California,United States
Bussoli,Mike,Mike Bussoli,6-2,11/6/1978,"Calgary, Alberta",2000,2000-01,Calgary,Alberta,Canada
Cronin,John,John Cronin,6-1,5/1/1980,"Duxbury, Massachusetts",2000,2000-01,Duxbury,Massachusetts,United States
Dyment,Chris,Chris Dyment,6-3,10/24/1979,"Reading, Massachusetts",2000,2000-01,Reading,Massachusetts,United States
Emery,Keith,Keith Emery,6-0,3/30/1978,"Belmont, Massachusetts",2000,2000-01,Belmont,Massachusetts,United States
Meyer,Freddy,Freddy Meyer,5-10,1/4/1981,"Sanbornville, New Hampshire",2000,2000-01,Sanbornville,New Hampshire,United States
Sheen,Colin,Colin Sheen,6-1,1/17/1979,"Hopkinton, New Hampshire",2000,2000-01,Hopkinton,New Hampshire,United States
Baker,Jack,Jack Baker,5-7,2/21/1980,"Boston, Massachusetts",2000,2000-01,Boston,Massachusetts,United States
Cavanaugh,Dan,Dan Cavanaugh,6-1,3/3/1980,"Springfield, Massachusetts",2000,2000-01,Springfield,Massachusetts,United States
Collins,Brian,Brian Collins,6-0,9/13/1980,"Shrewsbury, Massachusetts",2000,2000-01,Shrewsbury,Massachusetts,United States
Corazzini,Carl,Carl Corazzini,5-9,4/21/1979,"Framingham, Massachusetts",2000,2000-01,Framingham,Massachusetts,United States
DiMella,Mike,Mike DiMella,5-9,7/18/1979,"Medford, Massachusetts",2000,2000-01,Medford,Massachusetts,United States
Gillis,Nick,Nick Gillis,6-0,2/20/1978,"Winthrop, Massachusetts",2000,2000-01,Winthrop,Massachusetts,United States
Greeley,Stephen,Stephen Greeley,5-7,9/26/1980,"Scituate, Massachusetts",2000,2000-01,Scituate,Massachusetts,United States
Johnson,Gregg,Gregg Johnson,5-10,6/18/1982,"Windsor, Connecticut",2000,2000-01,Windsor,Connecticut,United States
Magowan,Ken,Ken Magowan,6-2,7/22/1981,"Kelowna, British Columbia",2000,2000-01,Kelowna,British Columbia,Canada
Mullen,Mark,Mark Mullen,5-11,6/17/1981,"Dorchester, Massachusetts",2000,2000-01,Dorchester,Massachusetts,United States
Pandolfo,Mike,Mike Pandolfo,6-3,9/15/1979,"Burlington, Massachusetts",2000,2000-01,Burlington,Massachusetts,United States
Perry,Scott,Scott Perry,5-11,10/12/1978,"Dorchester, Massachusetts",2000,2000-01,Dorchester,Massachusetts,United States
Priem,Ryan,Ryan Priem,6-1,6/5/1980,"Minnetonka, Minnesota",2000,2000-01,Minnetonka,Minnesota,United States
Sabo,John,John Sabo,5-8,9/4/1981,"Harding Township, New Jersey",2000,2000-01,Harding Township,New Jersey,United States
Skladany,Frantisek,Frantisek Skladany,6-0,4/22/1982,"Martin, Slovakia",2000,2000-01,Martin,Žilina,Slovakia
Fields,Sean,Sean Fields,5-11,3/6/1981,"Edmonton, Alberta",2000,2000-01,Edmonton,Alberta,Canada
Tapp,Jason,Jason Tapp,5-8,4/8/1978,"Kelowna, British Columbia",2000,2000-01,Kelowna,British Columbia,Canada
Warren,Andy,Andy Warren,5-11,6/22/1980,"Princeton Junction, New Jersey",2000,2000-01,Princeton Junction,New Jersey,United States
Aufiero,Pat,Pat Aufiero,6-2,7/1/1980,"Winchester, Massachusetts",2001,2001-02,Winchester,Massachusetts,United States
Bjelajac,Kevin,Kevin Bjelajac,5-10,9/15/1981,"Los Angeles, California",2001,2001-02,Los Angeles,California,United States
Bussoli,Mike,Mike Bussoli,6-2,11/6/1978,"Calgary, Alberta",2001,2001-02,Calgary,Alberta,Canada
Cronin,John,John Cronin,6-1,5/1/1980,"Duxbury, Massachusetts",2001,2001-02,Duxbury,Massachusetts,United States
Dyment,Chris,Chris Dyment,6-3,10/24/1979,"Reading, Massachusetts",2001,2001-02,Reading,Massachusetts,United States
Meyer,Freddy,Freddy Meyer,5-10,1/4/1981,"Sanbornville, New Hampshire",2001,2001-02,Sanbornville,New Hampshire,United States
Miller,Bryan,Bryan Miller,5-10,2/17/1983,"Wayne, New Jersey",2001,2001-02,Wayne,New Jersey,United States
Whitney,Ryan,Ryan Whitney,6-4,2/19/1983,"Scituate, Massachusetts",2001,2001-02,Scituate,Massachusetts,United States
Baker,Jack,Jack Baker,5-7,2/21/1980,"Boston, Massachusetts",2001,2001-02,Boston,Massachusetts,United States
Collins,Brian,Brian Collins,6-0,9/13/1980,"Shrewsbury, Massachusetts",2001,2001-02,Shrewsbury,Massachusetts,United States
Greeley,Stephen,Stephen Greeley,5-7,9/26/1980,"Scituate, Massachusetts",2001,2001-02,Scituate,Massachusetts,United States
Johnson,Gregg,Gregg Johnson,5-10,6/18/1982,"Windsor, Connecticut",2001,2001-02,Windsor,Connecticut,United States
Johnson,Eric,Eric Johnson,6-1,,"Duluth, Minnesota",2001,2001-02,Duluth,Minnesota,United States
Klema,David,David Klema,6-1,4/3/1982,"Roseau, Minnesota",2001,2001-02,Roseau,Minnesota,United States
Magowan,Ken,Ken Magowan,6-2,7/22/1981,"Kelowna, British Columbia",2001,2001-02,Kelowna,British Columbia,Canada
Maiser,Justin,Justin Maiser,6-1,6/29/1983,"Edina, Minnesota",2001,2001-02,Edina,Minnesota,United States
McConnell,Brian,Brian McConnell,6-1,2/1/1983,"Norfolk, Massachusetts",2001,2001-02,Norfolk,Massachusetts,United States
Mullen,Mark,Mark Mullen,5-11,6/17/1981,"Dorchester, Massachusetts",2001,2001-02,Dorchester,Massachusetts,United States
Pandolfo,Mike,Mike Pandolfo,6-3,9/15/1979,"Burlington, Massachusetts",2001,2001-02,Burlington,Massachusetts,United States
Priem,Ryan,Ryan Priem,6-1,6/5/1980,"Minnetonka, Minnesota",2001,2001-02,Minnetonka,Minnesota,United States
Radoslovich,Matt,Matt Radoslovich,5-11,4/16/1983,"Wanaque, New Jersey",2001,2001-02,Wanaque,New Jersey,United States
Sabo,John,John Sabo,5-8,9/4/1981,"Harding Township, New Jersey",2001,2001-02,Harding Township,New Jersey,United States
Skladany,Frantisek,Frantisek Skladany,6-0,4/22/1982,"Martin, Slovakia",2001,2001-02,Martin,Žilina,Slovakia
Fields,Sean,Sean Fields,5-11,3/6/1981,"Edmonton, Alberta",2001,2001-02,Edmonton,Alberta,Canada
Tapp,Jason,Jason Tapp,5-8,4/8/1978,"Kelowna, British Columbia",2001,2001-02,Kelowna,British Columbia,Canada
Warren,Andy,Andy Warren,5-11,6/22/1980,"Princeton Junction, New Jersey",2001,2001-02,Princeton Junction,New Jersey,United States
Bussoli,Mike,Mike Bussoli,6-1,11/6/1978,"Calgary, Alberta",2002,2002-03,Calgary,Alberta,Canada
Cronin,John,John Cronin,6-1,5/1/1980,"Duxbury, Massachusetts",2002,2002-03,Duxbury,Massachusetts,United States
Dunlap,Adam,Adam Dunlap,6-0,11/8/1983,"Minnetonka, Minnesota",2002,2002-03,Minnetonka,Minnesota,United States
Meyer,Freddy,Freddy Meyer,5-10,1/4/1981,"Sanbornville, New Hampshire",2002,2002-03,Sanbornville,New Hampshire,United States
Miller,Bryan,Bryan Miller,5-10,2/17/1983,"Wayne, New Jersey",2002,2002-03,Wayne,New Jersey,United States
Redlihs,Jekabs,Jekabs Redlihs,6-1,3/29/1982,"Riga, Latvia",2002,2002-03,Riga,Riga State City,Latvia
Spang,Dan,Dan Spang,5-11,8/16/1983,"Winchester, Massachusetts",2002,2002-03,Winchester,Massachusetts,United States
Whitney,Ryan,Ryan Whitney,6-4,2/19/1983,"Scituate, Massachusetts",2002,2002-03,Scituate,Massachusetts,United States
Collins,Brian,Brian Collins,6-1,9/13/1980,"Shrewsbury, Massachusetts",2002,2002-03,Shrewsbury,Massachusetts,United States
Greeley,Stephen,Stephen Greeley,5-7,9/26/1980,"Scituate, Massachusetts",2002,2002-03,Scituate,Massachusetts,United States
Johnson,Gregg,Gregg Johnson,5-11,6/18/1982,"Windsor, Connecticut",2002,2002-03,Windsor,Connecticut,United States
Klema,David,David Klema,6-0,4/3/1982,"Roseau, Minnesota",2002,2002-03,Roseau,Minnesota,United States
Laliberte,John,John Laliberte,6-1,8/5/1983,"Saco, Maine",2002,2002-03,Saco,Maine,United States
Magowan,Ken,Ken Magowan,6-2,7/22/1981,"Kelowna, British Columbia",2002,2002-03,Kelowna,British Columbia,Canada
Maiser,Justin,Justin Maiser,6-2,6/29/1983,"Edina, Minnesota",2002,2002-03,Edina,Minnesota,United States
McConnell,Brian,Brian McConnell,6-2,2/1/1983,"Norfolk, Massachusetts",2002,2002-03,Norfolk,Massachusetts,United States
Mullen,Mark,Mark Mullen,6-0,6/17/1981,"Dorchester, Massachusetts",2002,2002-03,Dorchester,Massachusetts,United States
Priem,Ryan,Ryan Priem,6-1,6/5/1980,"Minnetonka, Minnesota",2002,2002-03,Minnetonka,Minnesota,United States
Radoslovich,Matt,Matt Radoslovich,5-11,4/16/1983,"Wanaque, New Jersey",2002,2002-03,Wanaque,New Jersey,United States
Sabo,John,John Sabo,5-8,9/4/1981,"Harding Township, New Jersey",2002,2002-03,Harding Township,New Jersey,United States
Skladany,Frantisek,Frantisek Skladany,6-0,4/22/1982,"Martin, Slovakia",2002,2002-03,Martin,Žilina,Slovakia
Solimine,E.J.,E.J. Solimine,5-10,8/31/1982,"Brookside, New Jersey",2002,2002-03,Brookside,New Jersey,United States
Van der Gulik,David,David Van der Gulik,5-11,4/20/1983,"Abbotsford, British Columbia",2002,2002-03,Abbotsford,British Columbia,Canada
Zancanaro,Brad,Brad Zancanaro,5-5,6/4/1982,"Trenton, Michigan",2002,2002-03,Trenton,Michigan,United States
Fields,Sean,Sean Fields,6-0,3/6/1981,"Edmonton, Alberta",2002,2002-03,Edmonton,Alberta,Canada
Siwiec,Stephen,Stephen Siwiec,6-2,8/7/1982,"Calgary, Alberta",2002,2002-03,Calgary,Alberta,Canada
Warren,Andy,Andy Warren,6-1,6/22/1980,"Princeton Junction, New Jersey",2002,2002-03,Princeton Junction,New Jersey,United States
Dunlap,Adam,Adam Dunlap,6-0,11/8/1983,"Minnetonka, Minnesota",2003,2003-04,Minnetonka,Minnesota,United States
Miller,Bryan,Bryan Miller,5-10,2/17/1983,"Wayne, New Jersey",2003,2003-04,Wayne,New Jersey,United States
Morrow,Thomas,Thomas Morrow,6-6,10/21/1983,"Afton, Minnesota",2003,2003-04,Afton,Minnesota,United States
Redlihs,Jekabs,Jekabs Redlihs,6-1,3/29/1982,"Riga, Latvia",2003,2003-04,Riga,Riga State City,Latvia
Schaeffer,Kevin,Kevin Schaeffer,6-1,10/16/1984,"South Huntington, New York",2003,2003-04,South Huntington,New York,United States
Spang,Dan,Dan Spang,5-11,8/16/1983,"Winchester, Massachusetts",2003,2003-04,Winchester,Massachusetts,United States
Sullivan,Sean,Sean Sullivan,6-0,3/29/1984,"Braintree, Massachusetts",2003,2003-04,Braintree,Massachusetts,United States
Whitney,Ryan,Ryan Whitney,6-4,2/19/1983,"Scituate, Massachusetts",2003,2003-04,Scituate,Massachusetts,United States
Greeley,Stephen,Stephen Greeley,5-7,9/26/1980,"Scituate, Massachusetts",2003,2003-04,Scituate,Massachusetts,United States
Johnson,Gregg,Gregg Johnson,5-11,6/18/1982,"Windsor, Connecticut",2003,2003-04,Windsor,Connecticut,United States
Klema,David,David Klema,6-0,4/3/1982,"Roseau, Minnesota",2003,2003-04,Roseau,Minnesota,United States
Laliberte,John,John Laliberte,6-1,8/5/1983,"Saco, Maine",2003,2003-04,Saco,Maine,United States
Magowan,Ken,Ken Magowan,6-2,7/22/1981,"Kelowna, British Columbia",2003,2003-04,Kelowna,British Columbia,Canada
McConnell,Brian,Brian McConnell,6-2,2/1/1983,"Norfolk, Massachusetts",2003,2003-04,Norfolk,Massachusetts,United States
Mullen,Mark,Mark Mullen,6-0,6/17/1981,"Dorchester, Massachusetts",2003,2003-04,Dorchester,Massachusetts,United States
Radoslovich,Matt,Matt Radoslovich,5-11,4/16/1983,"Wanaque, New Jersey",2003,2003-04,Wanaque,New Jersey,United States
Roche,Kenny,Kenny Roche,6-0,1/2/1984,"South Boston, Massachusetts",2003,2003-04,South Boston,Massachusetts,United States
Skladany,Frantisek,Frantisek Skladany,6-0,4/22/1982,"Martin, Slovakia",2003,2003-04,Martin,Žilina,Slovakia
Solimine,E.J.,E.J. Solimine,5-10,8/31/1982,"Brookside, New Jersey",2003,2003-04,Brookside,New Jersey,United States
Thomassian,Eric,Eric Thomassian,5-11,4/4/1983,"Rye, New York",2003,2003-04,Rye,New York,United States
Van der Gulik,David,David Van der Gulik,5-11,4/20/1983,"Abbotsford, British Columbia",2003,2003-04,Abbotsford,British Columbia,Canada
Zancanaro,Brad,Brad Zancanaro,5-5,6/4/1982,"Trenton, Michigan",2003,2003-04,Trenton,Michigan,United States
Curry,John,John Curry,5-11,2/27/1984,"Shorewood, Minnesota",2003,2003-04,Shorewood,Minnesota,United States
Fields,Sean,Sean Fields,6-0,3/6/1981,"Edmonton, Alberta",2003,2003-04,Edmonton,Alberta,Canada
Siwiec,Stephen,Stephen Siwiec,6-2,8/7/1982,"Calgary, Alberta",2003,2003-04,Calgary,Alberta,Canada
Kielt,Kevin,Kevin Kielt,6-0,7/5/1984,"Brick, New Jersey",2004,2004-05,Brick,New Jersey,United States
McGoff,Dan,Dan McGoff,5-9,3/12/1986,"Winchester, Massachusetts",2004,2004-05,Winchester,Massachusetts,United States
Miller,Bryan,Bryan Miller,5-10,2/17/1983,"Wayne, New Jersey",2004,2004-05,Wayne,New Jersey,United States
Morrow,Thomas,Thomas Morrow,6-7,10/21/1983,"Afton, Minnesota",2004,2004-05,Afton,Minnesota,United States
Redlihs,Jekabs,Jekabs Redlihs,6-2,3/29/1982,"Riga, Latvia",2004,2004-05,Riga,Riga State City,Latvia
Schaeffer,Kevin,Kevin Schaeffer,6-1,10/16/1984,"South Huntington, New York",2004,2004-05,South Huntington,New York,United States
Spang,Dan,Dan Spang,6-0,8/16/1983,"Winchester, Massachusetts",2004,2004-05,Winchester,Massachusetts,United States
Sullivan,Sean,Sean Sullivan,5-11,3/29/1984,"Braintree, Massachusetts",2004,2004-05,Braintree,Massachusetts,United States
Bourque,Chris,Chris Bourque,5-9,1/29/1986,"Topsfield, Massachusetts",2004,2004-05,Topsfield,Massachusetts,United States
Ewing,Bryan,Bryan Ewing,5-10,1/23/1985,"Plymouth, Massachusetts",2004,2004-05,Plymouth,Massachusetts,United States
