date,opponent,name,pos,yr,goals,assists,points,season
1985-11-16,UMass Lowell,David Quinn,D,SO,0,2,2,1985-86
1985-11-16,UMass Lowell,Ed Lowney,F,JR,0,1,1,1985-86
1985-11-16,UMass Lowell,Clark Donatelli,F,SO,2,2,4,1985-86
1985-11-16,UMass Lowell,Chris Matchett,D,SR,1,0,1,1985-86
1985-11-16,UMass Lowell,Jay Octeau,D,JR,0,1,1,1985-86
1985-11-19,Northeastern,Scott Sanders,F,SO,1,0,1,1985-86
1985-11-19,Northeastern,Mike Kelfer,F,FR,0,1,1,1985-86
1985-11-19,Northeastern,Peter Marshall,F,SR,0,1,1,1985-86
1985-11-19,Northeastern,Jeff Sveen,F,SO,1,0,1,1985-86
1985-11-19,Northeastern,Brian Foreman,F,SO,0,1,1,1985-86
1985-11-19,Northeastern,Jim Ennis,D,FR,0,1,1,1985-86
1985-11-22,Colorado College,Tony Majkozak,F,SR,0,1,1,1985-86
1985-11-22,Colorado College,Tom Ryan,D,SO,0,1,1,1985-86
1985-11-22,Colorado College,Scott Shaunessy,D,JR,0,1,1,1985-86
1985-11-22,Colorado College,Mike Kelfer,F,FR,2,0,2,1985-86
1985-11-22,Colorado College,John Cullen,F,JR,1,1,2,1985-86
1985-11-22,Colorado College,Scott Young,F,FR,1,0,1,1985-86
1985-11-22,Colorado College,Jay Octeau,D,JR,0,2,2,1985-86
1985-11-22,Colorado College,Clark Donatelli,F,SO,0,1,1,1985-86
1985-11-22,Colorado College,Chris Matchett,D,SR,0,2,2,1985-86
1985-11-22,Colorado College,Brad MacGregor,F,SR,1,0,1,1985-86
1985-11-22,Colorado College,Jeff Sveen,F,SO,0,1,1,1985-86
1985-11-23,Colorado College,Clark Donatelli,F,SO,0,2,2,1985-86
1985-11-23,Colorado College,David Quinn,D,SO,0,1,1,1985-86
1985-11-23,Colorado College,John Cullen,F,JR,1,0,1,1985-86
1985-11-23,Colorado College,Scott Shaunessy,D,JR,0,1,1,1985-86
1985-11-23,Colorado College,Scott Young,F,FR,2,0,2,1985-86
1985-11-29,Minnesota Duluth,Scott Sanders,F,SO,1,0,1,1985-86
1985-11-29,Minnesota Duluth,Scott Young,F,FR,1,2,3,1985-86
1985-11-29,Minnesota Duluth,Scott Shaunessy,D,JR,0,2,2,1985-86
1985-11-29,Minnesota Duluth,Peter Marshall,F,SR,1,0,1,1985-86
1985-11-29,Minnesota Duluth,Mike Kelfer,F,FR,1,0,1,1985-86
1985-11-29,Minnesota Duluth,Jay Octeau,D,JR,1,3,4,1985-86
1985-11-29,Minnesota Duluth,David Quinn,D,SO,0,1,1,1985-86
1985-11-29,Minnesota Duluth,Chris Matchett,D,SR,0,1,1,1985-86
1985-11-29,Minnesota Duluth,Brian Foreman,F,SO,0,1,1,1985-86
1985-11-29,Minnesota Duluth,John Cullen,F,JR,1,2,3,1985-86
1985-11-30,Minnesota Duluth,Unknown,,,2,0,2,1985-86
1985-12-04,Vermont,Chris Matchett,D,SR,0,1,1,1985-86
1985-12-04,Vermont,Ed Lowney,F,JR,1,0,1,1985-86
1985-12-04,Vermont,Mike Kelfer,F,FR,0,1,1,1985-86
1985-12-07,New Hampshire,Clark Donatelli,F,SO,0,1,1,1985-86
1985-12-07,New Hampshire,Jay Octeau,D,JR,0,2,2,1985-86
1985-12-07,New Hampshire,John Cullen,F,JR,1,0,1,1985-86
1985-12-07,New Hampshire,Peter Marshall,F,SR,0,1,1,1985-86
1985-12-07,New Hampshire,Scott Sanders,F,SO,1,0,1,1985-86
1985-12-07,New Hampshire,Scott Shaunessy,D,JR,1,0,1,1985-86
1985-12-07,New Hampshire,Scott Young,F,FR,1,0,1,1985-86
1985-12-10,Providence,Scott Sanders,F,SO,1,1,2,1985-86
1985-12-10,Providence,Tony Majkozak,F,SR,0,2,2,1985-86
1985-12-10,Providence,John Cullen,F,JR,0,2,2,1985-86
1985-12-10,Providence,David Quinn,D,SO,0,1,1,1985-86
1985-12-10,Providence,Ed Lowney,F,JR,0,1,1,1985-86
1985-12-10,Providence,Clark Donatelli,F,SO,2,0,2,1985-86
1985-12-10,Providence,Jeff Sveen,F,SO,1,1,2,1985-86
1985-12-29,Wisconsin,Chris Matchett,D,SR,0,1,1,1985-86
1985-12-29,Wisconsin,Clark Donatelli,F,SO,1,1,2,1985-86
1985-12-29,Wisconsin,David Thiesing,D,JR,0,1,1,1985-86
1985-12-29,Wisconsin,Ed Lowney,F,JR,2,1,3,1985-86
1985-12-29,Wisconsin,Jay Octeau,D,JR,0,4,4,1985-86
1985-12-29,Wisconsin,Jeff Sveen,F,SO,1,0,1,1985-86
1985-12-29,Wisconsin,John Cullen,F,JR,2,2,4,1985-86
1985-12-29,Wisconsin,Peter Marshall,F,SR,1,0,1,1985-86
1985-12-29,Wisconsin,Scott Sanders,F,SO,0,1,1,1985-86
1985-12-29,Wisconsin,Scott Shaunessy,D,JR,0,2,2,1985-86
1985-12-30,Wisconsin,Peter Marshall,F,SR,0,1,1,1985-86
1985-12-30,Wisconsin,Scott Shaunessy,D,JR,1,0,1,1985-86
1985-12-30,Wisconsin,John Cullen,F,JR,0,1,1,1985-86
1985-12-30,Wisconsin,Scott Sanders,F,SO,1,0,1,1985-86
1985-12-30,Wisconsin,Clark Donatelli,F,SO,1,0,1,1985-86
1985-12-30,Wisconsin,Chris Matchett,D,SR,0,1,1,1985-86
1985-12-30,Wisconsin,Ed Lowney,F,JR,0,1,1,1985-86
1986-01-03,Denver,Scott Shaunessy,D,JR,0,1,1,1985-86
1986-01-03,Denver,Scott Sanders,F,SO,1,1,2,1985-86
1986-01-03,Denver,Peter Marshall,F,SR,1,0,1,1985-86
1986-01-03,Denver,Chris Matchett,D,SR,0,2,2,1985-86
1986-01-03,Denver,Ed Lowney,F,JR,0,1,1,1985-86
1986-01-03,Denver,Clark Donatelli,F,SO,1,1,2,1985-86
1986-01-03,Denver,John Cullen,F,JR,1,1,2,1985-86
1986-01-04,Denver,Clark Donatelli,F,SO,1,1,2,1985-86
1986-01-04,Denver,Ed Lowney,F,JR,1,1,2,1985-86
1986-01-04,Denver,John Cullen,F,JR,0,2,2,1985-86
1986-01-04,Denver,Paul Gerlitz,F,SR,1,0,1,1985-86
1986-01-10,Minnesota,Clark Donatelli,F,SO,1,0,1,1985-86
1986-01-10,Minnesota,Ed Lowney,F,JR,0,1,1,1985-86
1986-01-10,Minnesota,John Cullen,F,JR,0,1,1,1985-86
1986-01-11,Minnesota,Brad MacGregor,F,SR,1,0,1,1985-86
1986-01-11,Minnesota,John Cullen,F,JR,3,0,3,1985-86
1986-01-14,Northeastern,Scott Shaunessy,D,JR,0,1,1,1985-86
1986-01-14,Northeastern,Scott Sanders,F,SO,1,0,1,1985-86
1986-01-14,Northeastern,Paul Gerlitz,F,SR,0,1,1,1985-86
1986-01-14,Northeastern,John Cullen,F,JR,0,2,2,1985-86
1986-01-14,Northeastern,Ed Lowney,F,JR,0,1,1,1985-86
1986-01-14,Northeastern,Clark Donatelli,F,SO,1,0,1,1985-86
1986-01-14,Northeastern,Chris Matchett,D,SR,1,0,1,1985-86
1986-01-14,Northeastern,Brad MacGregor,F,SR,1,0,1,1985-86
1986-01-14,Northeastern,David Thiesing,D,JR,1,0,1,1985-86
1986-01-17,Northern Michigan,Tony Majkozak,F,SR,1,0,1,1985-86
1986-01-17,Northern Michigan,Brad MacGregor,F,SR,0,1,1,1985-86
1986-01-17,Northern Michigan,Brian Foreman,F,SO,1,0,1,1985-86
1986-01-17,Northern Michigan,Chris Matchett,D,SR,0,1,1,1985-86
1986-01-17,Northern Michigan,Clark Donatelli,F,SO,0,1,1,1985-86
1986-01-17,Northern Michigan,David Quinn,D,SO,0,1,1,1985-86
1986-01-17,Northern Michigan,Ed Lowney,F,JR,1,0,1,1985-86
1986-01-17,Northern Michigan,Mike Kelfer,F,FR,1,1,2,1985-86
1986-01-17,Northern Michigan,Paul Gerlitz,F,SR,1,0,1,1985-86
1986-01-17,Northern Michigan,Scott Shaunessy,D,JR,0,2,2,1985-86
1986-01-17,Northern Michigan,Scott Young,F,FR,0,2,2,1985-86
1986-01-18,Northern Michigan,Scott Young,F,FR,1,1,2,1985-86
1986-01-18,Northern Michigan,Mike Kelfer,F,FR,2,0,2,1985-86
1986-01-18,Northern Michigan,Tony Majkozak,F,SR,1,1,2,1985-86
1986-01-18,Northern Michigan,Tom Ryan,D,SO,0,1,1,1985-86
1986-01-18,Northern Michigan,John Cullen,F,JR,1,2,3,1985-86
1986-01-18,Northern Michigan,Ed Lowney,F,JR,1,2,3,1985-86
1986-01-18,Northern Michigan,David Thiesing,D,JR,0,1,1,1985-86
1986-01-18,Northern Michigan,David Quinn,D,SO,0,2,2,1985-86
1986-01-18,Northern Michigan,Clark Donatelli,F,SO,1,0,1,1985-86
1986-01-18,Northern Michigan,Brad MacGregor,F,SR,0,1,1,1985-86
1986-01-18,Northern Michigan,Jay Octeau,D,JR,1,2,3,1985-86
1986-01-21,New Hampshire,Scott Sanders,F,SO,1,1,2,1985-86
1986-01-21,New Hampshire,Tom Ryan,D,SO,2,1,3,1985-86
1986-01-21,New Hampshire,Scott Young,F,FR,2,1,3,1985-86
1986-01-21,New Hampshire,Peter Marshall,F,SR,2,1,3,1985-86
1986-01-21,New Hampshire,Kris Werner,D,FR,0,1,1,1985-86
1986-01-21,New Hampshire,Jim Ennis,D,FR,1,0,1,1985-86
1986-01-21,New Hampshire,Jay Octeau,D,JR,0,1,1,1985-86
1986-01-21,New Hampshire,David Thiesing,D,JR,0,1,1,1985-86
1986-01-21,New Hampshire,David Quinn,D,SO,0,2,2,1985-86
1986-01-21,New Hampshire,Clark Donatelli,F,SO,0,1,1,1985-86
1986-01-21,New Hampshire,Chris Matchett,D,SR,0,1,1,1985-86
1986-01-21,New Hampshire,Brian Foreman,F,SO,1,0,1,1985-86
1986-01-21,New Hampshire,Brad MacGregor,F,SR,0,2,2,1985-86
1986-01-21,New Hampshire,Eric Labrosse,F,SO,0,1,1,1985-86
1986-01-24,North Dakota,Peter Marshall,F,SR,2,0,2,1985-86
1986-01-24,North Dakota,Tom Ryan,D,SO,0,2,2,1985-86
1986-01-24,North Dakota,Ed Lowney,F,JR,0,1,1,1985-86
1986-01-24,North Dakota,Chris Matchett,D,SR,1,0,1,1985-86
1986-01-24,North Dakota,David Quinn,D,SO,0,2,2,1985-86
1986-01-24,North Dakota,Clark Donatelli,F,SO,1,0,1,1985-86
1986-01-24,North Dakota,David Thiesing,D,JR,0,1,1,1985-86
1986-01-25,North Dakota,Clark Donatelli,F,SO,1,1,2,1985-86
1986-01-25,North Dakota,Ed Lowney,F,JR,1,1,2,1985-86
1986-01-25,North Dakota,John Cullen,F,JR,1,1,2,1985-86
1986-01-25,North Dakota,Scott Sanders,F,SO,0,1,1,1985-86
1986-01-25,North Dakota,Scott Shaunessy,D,JR,0,2,2,1985-86
1986-01-29,UMass Lowell,Mike Kelfer,F,FR,2,0,2,1985-86
1986-01-29,UMass Lowell,John Cullen,F,JR,2,1,3,1985-86
1986-01-29,UMass Lowell,Scott Sanders,F,SO,0,1,1,1985-86
1986-01-29,UMass Lowell,Eric Labrosse,F,SO,1,0,1,1985-86
1986-01-29,UMass Lowell,Scott Young,F,FR,0,1,1,1985-86
1986-01-29,UMass Lowell,Tom Ryan,D,SO,0,1,1,1985-86
1986-01-29,UMass Lowell,Scott Shaunessy,D,JR,0,1,1,1985-86
1986-01-29,UMass Lowell,Jim Ennis,D,FR,0,1,1,1985-86
1986-01-29,UMass Lowell,Ed Lowney,F,JR,1,0,1,1985-86
1986-01-29,UMass Lowell,David Thiesing,D,JR,1,0,1,1985-86
1986-01-29,UMass Lowell,David Quinn,D,SO,0,1,1,1985-86
1986-01-29,UMass Lowell,Clark Donatelli,F,SO,1,2,3,1985-86
1986-01-29,UMass Lowell,Chris Matchett,D,SR,0,2,2,1985-86
1986-01-29,UMass Lowell,Brad MacGregor,F,SR,0,1,1,1985-86
1986-01-29,UMass Lowell,Jeff Sveen,F,SO,0,1,1,1985-86
1986-02-03,Northeastern,Peter Marshall,F,SR,1,1,2,1985-86
1986-02-03,Northeastern,Scott Sanders,F,SO,1,2,3,1985-86
1986-02-03,Northeastern,Paul Gerlitz,F,SR,1,0,1,1985-86
1986-02-03,Northeastern,Jim Ennis,D,FR,0,1,1,1985-86
1986-02-03,Northeastern,Jeff Sveen,F,SO,2,0,2,1985-86
1986-02-03,Northeastern,John Cullen,F,JR,2,1,3,1985-86
1986-02-03,Northeastern,Eric Labrosse,F,SO,0,1,1,1985-86
1986-02-03,Northeastern,Ed Lowney,F,JR,0,3,3,1985-86
1986-02-03,Northeastern,David Quinn,D,SO,0,1,1,1985-86
1986-02-03,Northeastern,Clark Donatelli,F,SO,1,1,2,1985-86
1986-02-03,Northeastern,Chris Matchett,D,SR,0,2,2,1985-86
1986-02-03,Northeastern,Jay Octeau,D,JR,0,1,1,1985-86
1986-02-06,UMass Lowell,Scott Young,F,FR,0,2,2,1985-86
1986-02-06,UMass Lowell,Paul Gerlitz,F,SR,1,0,1,1985-86
1986-02-06,UMass Lowell,Mike Kelfer,F,FR,1,1,2,1985-86
1986-02-06,UMass Lowell,John Cullen,F,JR,1,0,1,1985-86
1986-02-06,UMass Lowell,Jay Octeau,D,JR,1,0,1,1985-86
1986-02-06,UMass Lowell,Clark Donatelli,F,SO,0,1,1,1985-86
1986-02-06,UMass Lowell,Brian Foreman,F,SO,0,1,1,1985-86
1986-02-06,UMass Lowell,Jeff Sveen,F,SO,1,0,1,1985-86
1986-02-10,Boston College,Peter Marshall,F,SR,1,0,1,1985-86
1986-02-10,Boston College,Scott Sanders,F,SO,0,1,1,1985-86
1986-02-10,Boston College,John Cullen,F,JR,0,2,2,1985-86
1986-02-10,Boston College,Scott Shaunessy,D,JR,0,2,2,1985-86
1986-02-10,Boston College,Jay Octeau,D,JR,0,1,1,1985-86
1986-02-10,Boston College,Clark Donatelli,F,SO,2,0,2,1985-86
1986-02-10,Boston College,Jeff Sveen,F,SO,0,1,1,1985-86
1986-02-10,Boston College,Tony Majkozak,F,SR,1,0,1,1985-86
1986-02-14,Maine,Scott Young,F,FR,1,1,2,1985-86
1986-02-14,Maine,Mike Kelfer,F,FR,1,1,2,1985-86
1986-02-14,Maine,John Cullen,F,JR,0,2,2,1985-86
1986-02-14,Maine,Clark Donatelli,F,SO,0,1,1,1985-86
1986-02-14,Maine,Brad MacGregor,F,SR,0,1,1,1985-86
1986-02-14,Maine,Ed Lowney,F,JR,1,0,1,1985-86
1986-02-15,Maine,Clark Donatelli,F,SO,1,3,4,1985-86
1986-02-15,Maine,Ed Lowney,F,JR,1,0,1,1985-86
1986-02-15,Maine,Jay Octeau,D,JR,0,1,1,1985-86
1986-02-15,Maine,Jeff Sveen,F,SO,0,1,1,1985-86
1986-02-15,Maine,John Cullen,F,JR,2,2,4,1985-86
1986-02-15,Maine,Paul Gerlitz,F,SR,0,1,1,1985-86
1986-02-15,Maine,Peter Marshall,F,SR,1,0,1,1985-86
1986-02-15,Maine,Scott Sanders,F,SO,1,0,1,1985-86
1986-02-15,Maine,Scott Shaunessy,D,JR,0,2,2,1985-86
1986-02-19,Boston College,John Cullen,F,JR,0,2,2,1985-86
1986-02-19,Boston College,Scott Young,F,FR,1,0,1,1985-86
1986-02-19,Boston College,Scott Sanders,F,SO,0,1,1,1985-86
1986-02-19,Boston College,Mike Kelfer,F,FR,0,1,1,1985-86
1986-02-19,Boston College,Jay Octeau,D,JR,0,1,1,1985-86
1986-02-19,Boston College,Eric Labrosse,F,SO,1,0,1,1985-86
1986-02-19,Boston College,Ed Lowney,F,JR,1,0,1,1985-86
1986-02-19,Boston College,David Quinn,D,SO,1,0,1,1985-86
1986-02-19,Boston College,Clark Donatelli,F,SO,0,2,2,1985-86
1986-02-22,Providence,Clark Donatelli,F,SO,1,1,2,1985-86
1986-02-22,Providence,Jay Octeau,D,JR,0,1,1,1985-86
1986-02-22,Providence,John Cullen,F,JR,0,1,1,1985-86
1986-02-22,Providence,Scott Young,F,FR,1,0,1,1985-86
1986-02-26,New Hampshire,Chris Matchett,D,SR,1,1,2,1985-86
1986-02-26,New Hampshire,David Quinn,D,SO,0,1,1,1985-86
1986-02-26,New Hampshire,Eric Labrosse,F,SO,0,1,1,1985-86
1986-02-26,New Hampshire,Jay Octeau,D,JR,1,0,1,1985-86
1986-02-26,New Hampshire,Jeff Sveen,F,SO,1,0,1,1985-86
1986-02-26,New Hampshire,Paul Gerlitz,F,SR,1,3,4,1985-86
1986-02-26,New Hampshire,Peter Marshall,F,SR,1,2,3,1985-86
1986-02-26,New Hampshire,Tony Majkozak,F,SR,0,1,1,1985-86
1986-03-01,Boston College,Scott Young,F,FR,1,0,1,1985-86
1986-03-01,Boston College,Tony Majkozak,F,SR,0,1,1,1985-86
1986-03-01,Boston College,Scott Sanders,F,SO,0,1,1,1985-86
1986-03-01,Boston College,Scott Shaunessy,D,JR,0,1,1,1985-86
1986-03-01,Boston College,Jeff Sveen,F,SO,1,0,1,1985-86
1986-03-01,Boston College,John Cullen,F,JR,0,1,1,1985-86
1986-03-01,Boston College,Ed Lowney,F,JR,0,1,1,1985-86
1986-03-01,Boston College,Clark Donatelli,F,SO,1,0,1,1985-86
1986-03-07,New Hampshire,Clark Donatelli,F,SO,1,0,1,1985-86
1986-03-07,New Hampshire,John Cullen,F,JR,0,1,1,1985-86
1986-03-08,New Hampshire,Scott Young,F,FR,1,0,1,1985-86
1986-03-08,New Hampshire,Scott Sanders,F,SO,0,1,1,1985-86
1986-03-08,New Hampshire,Peter Marshall,F,SR,0,1,1,1985-86
1986-03-08,New Hampshire,John Cullen,F,JR,0,2,2,1985-86
1986-03-08,New Hampshire,Kris Werner,D,FR,0,1,1,1985-86
1986-03-08,New Hampshire,Eric Labrosse,F,SO,0,1,1,1985-86
1986-03-08,New Hampshire,Ed Lowney,F,JR,2,0,2,1985-86
1986-03-08,New Hampshire,Clark Donatelli,F,SO,0,1,1,1985-86
1986-03-08,New Hampshire,Jeff Sveen,F,SO,1,0,1,1985-86
1986-03-14,Providence,Jay Octeau,D,JR,0,1,1,1985-86
1986-03-14,Providence,Jeff Sveen,F,SO,2,0,2,1985-86
1986-03-14,Providence,John Cullen,F,JR,1,0,1,1985-86
1986-03-14,Providence,Scott Sanders,F,SO,0,1,1,1985-86
1986-03-15,Boston College,Paul Gerlitz,F,SR,0,1,1,1985-86
1986-03-15,Boston College,Tony Majkozak,F,SR,0,1,1,1985-86
1986-03-15,Boston College,Scott Shaunessy,D,JR,1,0,1,1985-86
1986-03-15,Boston College,Peter Marshall,F,SR,3,0,3,1985-86
1986-03-15,Boston College,Mike Kelfer,F,FR,0,1,1,1985-86
1986-03-15,Boston College,Brad MacGregor,F,SR,1,2,3,1985-86
1986-03-15,Boston College,Jeff Sveen,F,SO,2,1,3,1985-86
1986-03-15,Boston College,Eric Labrosse,F,SO,0,1,1,1985-86
1986-03-15,Boston College,Clark Donatelli,F,SO,1,1,2,1985-86
1986-03-15,Boston College,Chris Matchett,D,SR,0,1,1,1985-86
1986-03-15,Boston College,John Cullen,F,JR,1,1,2,1985-86
1986-03-21,Minnesota,Paul Gerlitz,F,SR,1,0,1,1985-86
1986-03-21,Minnesota,Brad MacGregor,F,SR,0,1,1,1985-86
1986-03-21,Minnesota,Chris Matchett,D,SR,0,1,1,1985-86
1986-03-21,Minnesota,Clark Donatelli,F,SO,0,1,1,1985-86
1986-03-21,Minnesota,David Quinn,D,SO,0,1,1,1985-86
1986-03-21,Minnesota,Jay Octeau,D,JR,1,0,1,1985-86
1986-03-21,Minnesota,Jeff Sveen,F,SO,0,1,1,1985-86
1986-03-21,Minnesota,John Cullen,F,JR,1,1,2,1985-86
1986-03-21,Minnesota,Mike Kelfer,F,FR,0,1,1,1985-86
1986-03-21,Minnesota,Scott Young,F,FR,1,0,1,1985-86
1986-03-22,Minnesota,Jay Octeau,D,JR,1,1,2,1985-86
1986-03-22,Minnesota,David Quinn,D,SO,0,1,1,1985-86
1986-03-22,Minnesota,John Cullen,F,JR,0,2,2,1985-86
1986-03-22,Minnesota,Chris Matchett,D,SR,1,0,1,1985-86
1986-03-22,Minnesota,Clark Donatelli,F,SO,1,1,2,1985-86
1986-03-22,Minnesota,Mike Kelfer,F,FR,0,1,1,1985-86
1986-10-31,Maine,Brian Foreman,F,JR,0,1,1,1986-87
1986-10-31,Maine,Ed Lowney,F,SR,0,1,1,1986-87
1986-10-31,Maine,Mike Kelfer,F,SO,1,0,1,1986-87
1986-10-31,Maine,Mike Sullivan,F,FR,1,0,1,1986-87
1986-10-31,Maine,Ville Kentala,F,SO,0,2,2,1986-87
1986-11-01,Maine,Ville Kentala,F,SO,1,0,1,1986-87
1986-11-01,Maine,Scott Young,F,SO,0,1,1,1986-87
1986-11-01,Maine,Mike Sullivan,F,FR,0,1,1,1986-87
1986-11-01,Maine,John Cullen,F,SR,0,1,1,1986-87
1986-11-01,Maine,Jim Ennis,D,SO,1,0,1,1986-87
1986-11-01,Maine,Jay Octeau,D,SR,2,0,2,1986-87
1986-11-01,Maine,Eric Labrosse,F,JR,0,1,1,1986-87
1986-11-01,Maine,Ed Lowney,F,SR,1,0,1,1986-87
1986-11-01,Maine,David Quinn,D,JR,0,1,1,1986-87
1986-11-05,New Hampshire,Ville Kentala,F,SO,0,1,1,1986-87
1986-11-05,New Hampshire,Tom Ryan,D,JR,1,0,1,1986-87
1986-11-05,New Hampshire,Steve Shaunessy,D,SO,0,1,1,1986-87
1986-11-05,New Hampshire,Scott Young,F,SO,1,0,1,1986-87
1986-11-05,New Hampshire,Scott Sanders,F,JR,0,1,1,1986-87
1986-11-05,New Hampshire,Mike Sullivan,F,FR,0,1,1,1986-87
1986-11-05,New Hampshire,Clark Donatelli,F,JR,0,1,1,1986-87
1986-11-05,New Hampshire,John Cullen,F,SR,1,1,2,1986-87
1986-11-05,New Hampshire,Eric Labrosse,F,JR,1,0,1,1986-87
1986-11-05,New Hampshire,Ed Lowney,F,SR,1,0,1,1986-87
1986-11-05,New Hampshire,David Quinn,D,JR,0,3,3,1986-87
1986-11-05,New Hampshire,Mike Kelfer,F,SO,1,0,1,1986-87
1986-11-08,New Hampshire,Matt Pesklewis,F,FR,0,1,1,1986-87
1986-11-08,New Hampshire,Scott Sanders,F,JR,1,0,1,1986-87
1986-11-08,New Hampshire,Mike Sullivan,F,FR,1,0,1,1986-87
1986-11-08,New Hampshire,Jim Ennis,D,SO,1,0,1,1986-87
1986-11-08,New Hampshire,John Cullen,F,SR,0,3,3,1986-87
1986-11-08,New Hampshire,Eric Labrosse,F,JR,0,1,1,1986-87
1986-11-08,New Hampshire,Ed Lowney,F,SR,1,2,3,1986-87
1986-11-08,New Hampshire,Clark Donatelli,F,JR,1,1,2,1986-87
1986-11-08,New Hampshire,Jay Octeau,D,SR,0,2,2,1986-87
1986-11-14,Michigan Tech,Tom Ryan,D,JR,0,1,1,1986-87
1986-11-14,Michigan Tech,Steve Shaunessy,D,SO,0,1,1,1986-87
1986-11-14,Michigan Tech,Scott Shaunessy,D,SR,0,1,1,1986-87
1986-11-14,Michigan Tech,Scott Sanders,F,JR,2,1,3,1986-87
1986-11-14,Michigan Tech,Mike Sullivan,F,FR,0,2,2,1986-87
1986-11-14,Michigan Tech,Mike Kelfer,F,SO,1,1,2,1986-87
1986-11-14,Michigan Tech,Scott Young,F,SO,1,1,2,1986-87
1986-11-14,Michigan Tech,Jim Ennis,D,SO,0,1,1,1986-87
1986-11-14,Michigan Tech,Jay Octeau,D,SR,0,1,1,1986-87
1986-11-14,Michigan Tech,Eric Labrosse,F,JR,1,1,2,1986-87
1986-11-14,Michigan Tech,Ed Lowney,F,SR,1,1,2,1986-87
1986-11-14,Michigan Tech,Clark Donatelli,F,JR,0,1,1,1986-87
1986-11-14,Michigan Tech,John Cullen,F,SR,1,0,1,1986-87
1986-11-15,Northern Michigan,Ville Kentala,F,SO,0,2,2,1986-87
1986-11-15,Northern Michigan,Scott Young,F,SO,2,0,2,1986-87
1986-11-15,Northern Michigan,Scott Shaunessy,D,SR,0,2,2,1986-87
1986-11-15,Northern Michigan,Mike Kelfer,F,SO,1,2,3,1986-87
1986-11-15,Northern Michigan,John Cullen,F,SR,2,0,2,1986-87
1986-11-15,Northern Michigan,Ed Lowney,F,SR,0,1,1,1986-87
1986-11-15,Northern Michigan,Clark Donatelli,F,JR,0,3,3,1986-87
1986-11-15,Northern Michigan,Jay Octeau,D,SR,1,0,1,1986-87
1986-11-19,UMass Lowell,Scott Sanders,F,JR,1,0,1,1986-87
1986-11-19,UMass Lowell,David Thiesing,D,SR,0,1,1,1986-87
1986-11-19,UMass Lowell,Mike Kelfer,F,SO,0,2,2,1986-87
1986-11-19,UMass Lowell,Mike Sullivan,F,FR,0,2,2,1986-87
1986-11-19,UMass Lowell,Scott Young,F,SO,2,0,2,1986-87
1986-11-22,UMass Lowell,Scott Young,F,SO,1,0,1,1986-87
1986-11-22,UMass Lowell,Tom Ryan,D,JR,0,1,1,1986-87
1986-11-22,UMass Lowell,Mike Sullivan,F,FR,0,1,1,1986-87
1986-11-22,UMass Lowell,John Cullen,F,SR,0,1,1,1986-87
1986-11-22,UMass Lowell,Mike Kelfer,F,SO,0,1,1,1986-87
1986-11-22,UMass Lowell,Clark Donatelli,F,JR,1,0,1,1986-87
1986-11-25,Providence,Ed Lowney,F,SR,0,1,1,1986-87
1986-11-25,Providence,John Cullen,F,SR,1,0,1,1986-87
1986-11-25,Providence,Mike Kelfer,F,SO,2,0,2,1986-87
1986-11-25,Providence,Scott Young,F,SO,0,1,1,1986-87
1986-11-29,Providence,Scott Young,F,SO,1,0,1,1986-87
1986-11-29,Providence,Mike Sullivan,F,FR,0,1,1,1986-87
1986-11-29,Providence,Mike Kelfer,F,SO,1,0,1,1986-87
1986-11-29,Providence,John Cullen,F,SR,0,1,1,1986-87
1986-11-29,Providence,Scott Shaunessy,D,SR,0,1,1,1986-87
1986-11-29,Providence,Eric Labrosse,F,JR,0,1,1,1986-87
1986-11-29,Providence,Ed Lowney,F,SR,1,0,1,1986-87
1986-11-29,Providence,David Thiesing,D,SR,0,1,1,1986-87
1986-11-29,Providence,Clark Donatelli,F,JR,0,1,1,1986-87
1986-11-29,Providence,Jay Octeau,D,SR,1,1,2,1986-87
1986-12-02,Boston College,Scott Young,F,SO,0,1,1,1986-87
1986-12-02,Boston College,Scott Sanders,F,JR,1,2,3,1986-87
1986-12-02,Boston College,Rob Regan,F,FR,0,2,2,1986-87
1986-12-02,Boston College,Mike Sullivan,F,FR,1,0,1,1986-87
1986-12-02,Boston College,John Cullen,F,SR,0,1,1,1986-87
1986-12-02,Boston College,Jeff Sveen,F,JR,1,1,2,1986-87
1986-12-02,Boston College,Eric Labrosse,F,JR,0,2,2,1986-87
1986-12-02,Boston College,David Thiesing,D,SR,0,1,1,1986-87
1986-12-02,Boston College,Clark Donatelli,F,JR,1,0,1,1986-87
1986-12-02,Boston College,Ian Wood,F,SO,2,0,2,1986-87
1986-12-06,Boston College,Rob Regan,F,FR,0,1,1,1986-87
1986-12-06,Boston College,Scott Young,F,SO,1,1,2,1986-87
1986-12-06,Boston College,Scott Shaunessy,D,SR,1,1,2,1986-87
1986-12-06,Boston College,Mike Sullivan,F,FR,0,1,1,1986-87
1986-12-06,Boston College,Mike Kelfer,F,SO,0,2,2,1986-87
1986-12-06,Boston College,John Cullen,F,SR,2,1,3,1986-87
1986-12-06,Boston College,Clark Donatelli,F,JR,1,1,2,1986-87
1986-12-10,Northeastern,Clark Donatelli,F,JR,2,0,2,1986-87
1986-12-10,Northeastern,Ed Lowney,F,SR,1,1,2,1986-87
1986-12-10,Northeastern,John Cullen,F,SR,1,1,2,1986-87
