RK,TEAM,DATE,SEASON
10,New Hampshire,2010-11-01,2011
11,Notre Dame,2010-11-01,2011
12,Michigan State,2010-11-01,2011
13,Denver,2010-11-01,2011
14,Alaska,2010-11-01,2011
15,Union,2010-11-01,2011
16,Wisconsin,2010-11-01,2011
17,Minnesota,2010-11-01,2011
18,Rensselaer,2010-11-01,2011
19,Cornell,2010-11-01,2011
20,St. Cloud State,2010-11-01,2011
1,Boston University,2010-11-08,2011
2,Minnesota Duluth,2010-11-08,2011
3,Yale,2010-11-08,2011
4,Miami,2010-11-08,2011
5,Maine,2010-11-08,2011
6,Nebraska Omaha,2010-11-08,2011
7,Boston College,2010-11-08,2011
8,Michigan,2010-11-08,2011
9,New Hampshire,2010-11-08,2011
10,North Dakota,2010-11-08,2011
11,Notre Dame,2010-11-08,2011
12,Union,2010-11-08,2011
13,Wisconsin,2010-11-08,2011
14,Alaska,2010-11-08,2011
15,Denver,2010-11-08,2011
16,Michigan State,2010-11-08,2011
17,Western Michigan,2010-11-08,2011
18,Rensselaer,2010-11-08,2011
19,Minnesota,2010-11-08,2011
20,Ferris State,2010-11-08,2011
1,Minnesota Duluth,2010-11-15,2011
2,Boston University,2010-11-15,2011
3,Maine,2010-11-15,2011
4,Nebraska Omaha,2010-11-15,2011
5,Yale,2010-11-15,2011
6,Miami,2010-11-15,2011
7,New Hampshire,2010-11-15,2011
8,North Dakota,2010-11-15,2011
9,Michigan,2010-11-15,2011
10,Boston College,2010-11-15,2011
11,Notre Dame,2010-11-15,2011
12,Alaska,2010-11-15,2011
13,Denver,2010-11-15,2011
14,Union,2010-11-15,2011
15,Wisconsin,2010-11-15,2011
16,Western Michigan,2010-11-15,2011
17,Michigan State,2010-11-15,2011
18,Rensselaer,2010-11-15,2011
19,Minnesota,2010-11-15,2011
20,Robert Morris,2010-11-15,2011
1,Minnesota Duluth,2010-11-22,2011
2,Boston University,2010-11-22,2011
3,Yale,2010-11-22,2011
4,Nebraska Omaha,2010-11-22,2011
5,Miami,2010-11-22,2011
6,New Hampshire,2010-11-22,2011
7,Boston College,2010-11-22,2011
8,Michigan,2010-11-22,2011
9,North Dakota,2010-11-22,2011
10,Maine,2010-11-22,2011
11,Notre Dame,2010-11-22,2011
12,Denver,2010-11-22,2011
13,Union,2010-11-22,2011
14,Alaska,2010-11-22,2011
15,Minnesota,2010-11-22,2011
16,Wisconsin,2010-11-22,2011
17,Rensselaer,2010-11-22,2011
18,Merrimack,2010-11-22,2011
19,Western Michigan,2010-11-22,2011
20,Ferris State,2010-11-22,2011
1,Minnesota Duluth,2010-11-29,2011
2,Boston University,2010-11-29,2011
2,Yale,2010-11-29,2011
4,Nebraska Omaha,2010-11-29,2011
5,New Hampshire,2010-11-29,2011
6,Miami,2010-11-29,2011
7,North Dakota,2010-11-29,2011
8,Boston College,2010-11-29,2011
9,Maine,2010-11-29,2011
10,Denver,2010-11-29,2011
11,Michigan,2010-11-29,2011
12,Notre Dame,2010-11-29,2011
13,Union,2010-11-29,2011
14,Alaska,2010-11-29,2011
15,Wisconsin,2010-11-29,2011
16,Rensselaer,2010-11-29,2011
17,Minnesota,2010-11-29,2011
18,Merrimack,2010-11-29,2011
19,Western Michigan,2010-11-29,2011
20,Ferris State,2010-11-29,2011
1,Yale,2010-12-06,2011
2,Minnesota Duluth,2010-12-06,2011
3,New Hampshire,2010-12-06,2011
4,Boston College,2010-12-06,2011
5,North Dakota,2010-12-06,2011
6,Miami,2010-12-06,2011
7,Boston University,2010-12-06,2011
8,Maine,2010-12-06,2011
9,Denver,2010-12-06,2011
10,Nebraska Omaha,2010-12-06,2011
11,Notre Dame,2010-12-06,2011
12,Michigan,2010-12-06,2011
13,Union,2010-12-06,2011
14,Alaska,2010-12-06,2011
15,Rensselaer,2010-12-06,2011
16,Wisconsin,2010-12-06,2011
17,Merrimack,2010-12-06,2011
18,Ferris State,2010-12-06,2011
19,Dartmouth,2010-12-06,2011
20,Western Michigan,2010-12-06,2011
1,Yale,2010-12-13,2011
2,New Hampshire,2010-12-13,2011
3,North Dakota,2010-12-13,2011
4,Minnesota Duluth,2010-12-13,2011
5,Boston College,2010-12-13,2011
6,Miami,2010-12-13,2011
7,Denver,2010-12-13,2011
8,Nebraska Omaha,2010-12-13,2011
9,Maine,2010-12-13,2011
10,Boston University,2010-12-13,2011
11,Michigan,2010-12-13,2011
12,Notre Dame,2010-12-13,2011
13,Union,2010-12-13,2011
14,Rensselaer,2010-12-13,2011
15,Wisconsin,2010-12-13,2011
16,Alaska,2010-12-13,2011
17,Merrimack,2010-12-13,2011
18,Ferris State,2010-12-13,2011
19,Minnesota,2010-12-13,2011
20,Colorado College,2010-12-13,2011
1,Yale,2010-12-20,2011
2,New Hampshire,2010-12-20,2011
3,North Dakota,2010-12-20,2011
4,Minnesota Duluth,2010-12-20,2011
5,Boston College,2010-12-20,2011
6,Miami,2010-12-20,2011
7,Denver,2010-12-20,2011
8,Nebraska Omaha,2010-12-20,2011
9,Maine,2010-12-20,2011
10,Boston University,2010-12-20,2011
11,Michigan,2010-12-20,2011
12,Notre Dame,2010-12-20,2011
13,Union,2010-12-20,2011
14,Rensselaer,2010-12-20,2011
15,Wisconsin,2010-12-20,2011
16,Alaska,2010-12-20,2011
17,Merrimack,2010-12-20,2011
18,Ferris State,2010-12-20,2011
19,Minnesota,2010-12-20,2011
20,Colorado College,2010-12-20,2011
1,Yale,2011-01-03,2011
2,North Dakota,2011-01-03,2011
3,Boston College,2011-01-03,2011
4,New Hampshire,2011-01-03,2011
5,Minnesota Duluth,2011-01-03,2011
6,Denver,2011-01-03,2011
7,Miami,2011-01-03,2011
8,Michigan,2011-01-03,2011
9,Maine,2011-01-03,2011
10,Rensselaer,2011-01-03,2011
11,Notre Dame,2011-01-03,2011
12,Nebraska Omaha,2011-01-03,2011
13,Wisconsin,2011-01-03,2011
14,Boston University,2011-01-03,2011
15,Union,2011-01-03,2011
16,Alaska,2011-01-03,2011
17,Merrimack,2011-01-03,2011
18,Colorado College,2011-01-03,2011
19,Princeton,2011-01-03,2011
20,Ferris State,2011-01-03,2011
1,Yale,2011-01-10,2011
2,North Dakota,2011-01-10,2011
3,Boston College,2011-01-10,2011
4,New Hampshire,2011-01-10,2011
5,Minnesota Duluth,2011-01-10,2011
6,Denver,2011-01-10,2011
7,Michigan,2011-01-10,2011
8,Notre Dame,2011-01-10,2011
9,Wisconsin,2011-01-10,2011
10,Rensselaer,2011-01-10,2011
11,Nebraska Omaha,2011-01-10,2011
12,Miami,2011-01-10,2011
13,Maine,2011-01-10,2011
14,Union,2011-01-10,2011
15,Merrimack,2011-01-10,2011
16,Boston University,2011-01-10,2011
17,Colorado College,2011-01-10,2011
18,Western Michigan,2011-01-10,2011
19,Ferris State,2011-01-10,2011
20,Alaska,2011-01-10,2011
1,Yale,2011-01-17,2011
2,North Dakota,2011-01-17,2011
3,Boston College,2011-01-17,2011
4,Denver,2011-01-17,2011
5,Minnesota Duluth,2011-01-17,2011
6,Michigan,2011-01-17,2011
7,New Hampshire,2011-01-17,2011
8,Notre Dame,2011-01-17,2011
9,Wisconsin,2011-01-17,2011
10,Maine,2011-01-17,2011
11,Miami,2011-01-17,2011
12,Union,2011-01-17,2011
13,Merrimack,2011-01-17,2011
14,Rensselaer,2011-01-17,2011
15,Boston University,2011-01-17,2011
16,Nebraska Omaha,2011-01-17,2011
17,Western Michigan,2011-01-17,2011
18,Dartmouth,2011-01-17,2011
19,Alaska,2011-01-17,2011
20,Princeton,2011-01-17,2011
1,Yale,2011-01-24,2011
2,Boston College,2011-01-24,2011
3,Denver,2011-01-24,2011
4,North Dakota,2011-01-24,2011
5,Minnesota Duluth,2011-01-24,2011
6,Michigan,2011-01-24,2011
7,New Hampshire,2011-01-24,2011
8,Wisconsin,2011-01-24,2011
9,Notre Dame,2011-01-24,2011
10,Rensselaer,2011-01-24,2011
11,Miami,2011-01-24,2011
12,Maine,2011-01-24,2011
13,Union,2011-01-24,2011
14,Merrimack,2011-01-24,2011
15,Nebraska Omaha,2011-01-24,2011
16,Boston University,2011-01-24,2011
17,Western Michigan,2011-01-24,2011
18,Dartmouth,2011-01-24,2011
19,Princeton,2011-01-24,2011
20,Colorado College,2011-01-24,2011
1,Boston College,2011-01-31,2011
2,Denver,2011-01-31,2011
3,Yale,2011-01-31,2011
4,Minnesota Duluth,2011-01-31,2011
5,North Dakota,2011-01-31,2011
6,New Hampshire,2011-01-31,2011
7,Wisconsin,2011-01-31,2011
8,Michigan,2011-01-31,2011
9,Rensselaer,2011-01-31,2011
10,Notre Dame,2011-01-31,2011
11,Union,2011-01-31,2011
12,Merrimack,2011-01-31,2011
13,Miami,2011-01-31,2011
14,Boston University,2011-01-31,2011
15,Maine,2011-01-31,2011
16,Western Michigan,2011-01-31,2011
17,Dartmouth,2011-01-31,2011
18,Nebraska Omaha,2011-01-31,2011
19,Princeton,2011-01-31,2011
20,Colorado College,2011-01-31,2011
1,Boston College,2011-02-07,2011
2,Yale,2011-02-07,2011
3,Minnesota Duluth,2011-02-07,2011
4,Denver,2011-02-07,2011
5,North Dakota,2011-02-07,2011
6,New Hampshire,2011-02-07,2011
7,Wisconsin,2011-02-07,2011
8,Rensselaer,2011-02-07,2011
9,Union,2011-02-07,2011
10,Notre Dame,2011-02-07,2011
11,Merrimack,2011-02-07,2011
12,Miami,2011-02-07,2011
13,Michigan,2011-02-07,2011
14,Boston University,2011-02-07,2011
15,Western Michigan,2011-02-07,2011
16,Nebraska Omaha,2011-02-07,2011
17,Dartmouth,2011-02-07,2011
18,Maine,2011-02-07,2011
19,Colorado College,2011-02-07,2011
20,Princeton,2011-02-07,2011
1,Boston College,2011-02-14,2011
2,North Dakota,2011-02-14,2011
3,Yale,2011-02-14,2011
4,Denver,2011-02-14,2011
5,Minnesota Duluth,2011-02-14,2011
6,Merrimack,2011-02-14,2011
7,Union,2011-02-14,2011
8,New Hampshire,2011-02-14,2011
9,Notre Dame,2011-02-14,2011
10,Miami,2011-02-14,2011
11,Michigan,2011-02-14,2011
12,Wisconsin,2011-02-14,2011
13,Nebraska Omaha,2011-02-14,2011
14,Rensselaer,2011-02-14,2011
15,Boston University,2011-02-14,2011
16,Dartmouth,2011-02-14,2011
17,Western Michigan,2011-02-14,2011
18,Colorado College,2011-02-14,2011
19,Maine,2011-02-14,2011
20,Ferris State,2011-02-14,2011
1,North Dakota,2011-02-21,2011
2,Boston College,2011-02-21,2011
3,Yale,2011-02-21,2011
4,Merrimack,2011-02-21,2011
5,Union,2011-02-21,2011
6,Denver,2011-02-21,2011
7,Minnesota Duluth,2011-02-21,2011
8,Notre Dame,2011-02-21,2011
9,New Hampshire,2011-02-21,2011
10,Michigan,2011-02-21,2011
11,Miami,2011-02-21,2011
12,Nebraska Omaha,2011-02-21,2011
13,Wisconsin,2011-02-21,2011
14,Rensselaer,2011-02-21,2011
15,Boston University,2011-02-21,2011
16,Maine,2011-02-21,2011
17,Western Michigan,2011-02-21,2011
18,Dartmouth,2011-02-21,2011
19,Colorado College,2011-02-21,2011
20,Minnesota,2011-02-21,2011
1,North Dakota,2011-02-28,2011
2,Boston College,2011-02-28,2011
3,Yale,2011-02-28,2011
4,Union,2011-02-28,2011
5,Denver,2011-02-28,2011
5,Michigan,2011-02-28,2011
7,New Hampshire,2011-02-28,2011
8,Miami,2011-02-28,2011
9,Merrimack,2011-02-28,2011
10,Notre Dame,2011-02-28,2011
11,Minnesota Duluth,2011-02-28,2011
12,Nebraska Omaha,2011-02-28,2011
13,Boston University,2011-02-28,2011
14,Maine,2011-02-28,2011
15,Western Michigan,2011-02-28,2011
16,Rensselaer,2011-02-28,2011
17,Colorado College,2011-02-28,2011
18,Wisconsin,2011-02-28,2011
19,Minnesota,2011-02-28,2011
20,Dartmouth,2011-02-28,2011
1,North Dakota,2011-03-07,2011
2,Boston College,2011-03-07,2011
3,Yale,2011-03-07,2011
4,Union,2011-03-07,2011
5,Michigan,2011-03-07,2011
6,Denver,2011-03-07,2011
7,Miami,2011-03-07,2011
8,Notre Dame,2011-03-07,2011
9,Merrimack,2011-03-07,2011
10,New Hampshire,2011-03-07,2011
11,Minnesota Duluth,2011-03-07,2011
12,Nebraska Omaha,2011-03-07,2011
13,Boston University,2011-03-07,2011
14,Maine,2011-03-07,2011
15,Western Michigan,2011-03-07,2011
16,Colorado College,2011-03-07,2011
17,Minnesota,2011-03-07,2011
18,Dartmouth,2011-03-07,2011
19,Wisconsin,2011-03-07,2011
20,Rensselaer,2011-03-07,2011
1,North Dakota,2011-03-14,2011
2,Boston College,2011-03-14,2011
3,Yale,2011-03-14,2011
4,Michigan,2011-03-14,2011
5,Denver,2011-03-14,2011
6,Miami,2011-03-14,2011
7,Merrimack,2011-03-14,2011
8,Notre Dame,2011-03-14,2011
9,Union,2011-03-14,2011
10,New Hampshire,2011-03-14,2011
11,Minnesota Duluth,2011-03-14,2011
12,Western Michigan,2011-03-14,2011
13,Colorado College,2011-03-14,2011
14,Nebraska Omaha,2011-03-14,2011
15,Dartmouth,2011-03-14,2011
16,Boston University,2011-03-14,2011
17,Maine,2011-03-14,2011
18,Rensselaer,2011-03-14,2011
19,Wisconsin,2011-03-14,2011
20,Cornell,2011-03-14,2011
1,North Dakota,2011-03-21,2011
2,Boston College,2011-03-21,2011
3,Yale,2011-03-21,2011
4,Miami,2011-03-21,2011
5,Denver,2011-03-21,2011
6,Michigan,2011-03-21,2011
7,Merrimack,2011-03-21,2011
8,Union,2011-03-21,2011
9,Notre Dame,2011-03-21,2011
10,Western Michigan,2011-03-21,2011
11,Minnesota Duluth,2011-03-21,2011
12,New Hampshire,2011-03-21,2011
13,Colorado College,2011-03-21,2011
14,Nebraska Omaha,2011-03-21,2011
15,Dartmouth,2011-03-21,2011
16,Rensselaer,2011-03-21,2011
17,Boston University,2011-03-21,2011
18,Maine,2011-03-21,2011
19,Cornell,2011-03-21,2011
20,Air Force,2011-03-21,2011
1,Minnesota Duluth,2011-04-04,2011
2,North Dakota,2011-04-04,2011
3,Michigan,2011-04-04,2011
4,Notre Dame,2011-04-04,2011
5,Boston College,2011-04-04,2011
6,Yale,2011-04-04,2011
7,Denver,2011-04-04,2011
8,Miami,2011-04-04,2011
9,New Hampshire,2011-04-04,2011
10,Merrimack,2011-04-04,2011
11,Colorado College,2011-04-04,2011
12,Union,2011-04-04,2011
13,Western Michigan,2011-04-04,2011
14,Nebraska Omaha,2011-04-04,2011
15,Dartmouth,2011-04-04,2011
16,Rensselaer,2011-04-04,2011
17,Boston University,2011-04-04,2011
18,Air Force,2011-04-04,2011
19,Maine,2011-04-04,2011
20,Cornell,2011-04-04,2011
1,Notre Dame,2011-09-26,2012
2,Miami,2011-09-26,2012
3,North Dakota,2011-09-26,2012
4,Denver,2011-09-26,2012
5,Boston College,2011-09-26,2012
6,Michigan,2011-09-26,2012
7,Colorado College,2011-09-26,2012
8,Minnesota Duluth,2011-09-26,2012
9,Yale,2011-09-26,2012
10,Boston University,2011-09-26,2012
11,Union,2011-09-26,2012
12,New Hampshire,2011-09-26,2012
13,Western Michigan,2011-09-26,2012
14,Nebraska Omaha,2011-09-26,2012
15,Merrimack,2011-09-26,2012
16,Maine,2011-09-26,2012
17,Wisconsin,2011-09-26,2012
18,Rensselaer,2011-09-26,2012
19,Minnesota,2011-09-26,2012
20,Cornell,2011-09-26,2012
1,Boston College,2011-10-10,2012
2,Notre Dame,2011-10-10,2012
3,Denver,2011-10-10,2012
4,Michigan,2011-10-10,2012
5,Miami,2011-10-10,2012
6,North Dakota,2011-10-10,2012
7,Colorado College,2011-10-10,2012
8,Boston University,2011-10-10,2012
9,Minnesota Duluth,2011-10-10,2012
10,Yale,2011-10-10,2012
11,Union,2011-10-10,2012
12,Western Michigan,2011-10-10,2012
13,Merrimack,2011-10-10,2012
14,Minnesota,2011-10-10,2012
15,New Hampshire,2011-10-10,2012
16,Nebraska Omaha,2011-10-10,2012
17,Maine,2011-10-10,2012
18,Wisconsin,2011-10-10,2012
19,Cornell,2011-10-10,2012
20,Rensselaer,2011-10-10,2012
1,Michigan,2011-10-17,2012
2,Boston College,2011-10-17,2012
3,Denver,2011-10-17,2012
4,Colorado College,2011-10-17,2012
5,North Dakota,2011-10-17,2012
6,Notre Dame,2011-10-17,2012
7,Boston University,2011-10-17,2012
8,Minnesota,2011-10-17,2012
9,Yale,2011-10-17,2012
10,Miami,2011-10-17,2012
11,Western Michigan,2011-10-17,2012
12,Union,2011-10-17,2012
13,Merrimack,2011-10-17,2012
14,Ferris State,2011-10-17,2012
15,Minnesota Duluth,2011-10-17,2012
16,Colgate,2011-10-17,2012
17,Northern Michigan,2011-10-17,2012
18,Maine,2011-10-17,2012
19,Lake Superior State,2011-10-17,2012
20,Cornell,2011-10-17,2012
1,Boston College,2011-10-24,2012
2,Denver,2011-10-24,2012
3,Colorado College,2011-10-24,2012
4,Michigan,2011-10-24,2012
5,Notre Dame,2011-10-24,2012
6,Ferris State,2011-10-24,2012
7,Western Michigan,2011-10-24,2012
8,Minnesota,2011-10-24,2012
9,Merrimack,2011-10-24,2012
10,Yale,2011-10-24,2012
11,Union,2011-10-24,2012
12,North Dakota,2011-10-24,2012
13,Boston University,2011-10-24,2012
14,Northern Michigan,2011-10-24,2012
15,Minnesota Duluth,2011-10-24,2012
16,Colgate,2011-10-24,2012
16,Miami,2011-10-24,2012
18,Lake Superior State,2011-10-24,2012
19,Cornell,2011-10-24,2012
20,Quinnipiac,2011-10-24,2012
1,Boston College,2011-10-31,2012
2,Colorado College,2011-10-31,2012
3,Michigan,2011-10-31,2012
4,Western Michigan,2011-10-31,2012
5,Minnesota,2011-10-31,2012
6,Notre Dame,2011-10-31,2012
7,Merrimack,2011-10-31,2012
8,Denver,2011-10-31,2012
9,Yale,2011-10-31,2012
10,Ferris State,2011-10-31,2012
11,Lake Superior State,2011-10-31,2012
12,Boston University,2011-10-31,2012
13,Union,2011-10-31,2012
14,Minnesota Duluth,2011-10-31,2012
15,North Dakota,2011-10-31,2012
16,Michigan Tech,2011-10-31,2012
17,Northern Michigan,2011-10-31,2012
18,Colgate,2011-10-31,2012
19,Quinnipiac,2011-10-31,2012
20,Maine,2011-10-31,2012
1,Minnesota,2011-11-07,2012
2,Boston College,2011-11-07,2012
3,Colorado College,2011-11-07,2012
4,Michigan,2011-11-07,2012
5,Western Michigan,2011-11-07,2012
6,Merrimack,2011-11-07,2012
7,Notre Dame,2011-11-07,2012
8,Ferris State,2011-11-07,2012
9,Union,2011-11-07,2012
10,Minnesota Duluth,2011-11-07,2012
11,Lake Superior State,2011-11-07,2012
12,Denver,2011-11-07,2012
13,Yale,2011-11-07,2012
14,Northern Michigan,2011-11-07,2012
15,Michigan Tech,2011-11-07,2012
16,Boston University,2011-11-07,2012
17,Dartmouth,2011-11-07,2012
18,Colgate,2011-11-07,2012
19,Quinnipiac,2011-11-07,2012
20,North Dakota,2011-11-07,2012
1,Minnesota,2011-11-14,2012
2,Merrimack,2011-11-14,2012
3,Boston College,2011-11-14,2012
4,Notre Dame,2011-11-14,2012
5,Colorado College,2011-11-14,2012
6,Ferris State,2011-11-14,2012
7,Michigan,2011-11-14,2012
8,Minnesota Duluth,2011-11-14,2012
9,Yale,2011-11-14,2012
10,Western Michigan,2011-11-14,2012
11,Denver,2011-11-14,2012
12,Lake Superior State,2011-11-14,2012
13,Union,2011-11-14,2012
14,Ohio State,2011-11-14,2012
15,Michigan Tech,2011-11-14,2012
16,Boston University,2011-11-14,2012
17,Colgate,2011-11-14,2012
18,Cornell,2011-11-14,2012
19,Nebraska Omaha,2011-11-14,2012
20,Northern Michigan,2011-11-14,2012
1,Merrimack,2011-11-21,2012
2,Notre Dame,2011-11-21,2012
3,Minnesota,2011-11-21,2012
4,Colorado College,2011-11-21,2012
5,Boston College,2011-11-21,2012
6,Minnesota Duluth,2011-11-21,2012
7,Ferris State,2011-11-21,2012
8,Yale,2011-11-21,2012
9,Ohio State,2011-11-21,2012
10,Denver,2011-11-21,2012
11,Michigan,2011-11-21,2012
12,Western Michigan,2011-11-21,2012
13,Lake Superior State,2011-11-21,2012
13,Union,2011-11-21,2012
15,Boston University,2011-11-21,2012
16,Colgate,2011-11-21,2012
17,Cornell,2011-11-21,2012
18,Michigan Tech,2011-11-21,2012
19,Nebraska Omaha,2011-11-21,2012
20,Michigan State,2011-11-21,2012
1,Merrimack,2011-11-28,2012
2,Boston College,2011-11-28,2012
2,Notre Dame,2011-11-28,2012
4,Minnesota Duluth,2011-11-28,2012
5,Minnesota,2011-11-28,2012
6,Ferris State,2011-11-28,2012
7,Ohio State,2011-11-28,2012
8,Colorado College,2011-11-28,2012
9,Union,2011-11-28,2012
10,Denver,2011-11-28,2012
11,Lake Superior State,2011-11-28,2012
12,Western Michigan,2011-11-28,2012
13,Boston University,2011-11-28,2012
14,Yale,2011-11-28,2012
15,Colgate,2011-11-28,2012
16,Michigan State,2011-11-28,2012
17,Cornell,2011-11-28,2012
18,Miami,2011-11-28,2012
19,Michigan,2011-11-28,2012
20,Michigan Tech,2011-11-28,2012
1,Minnesota Duluth,2011-12-05,2012
2,Minnesota,2011-12-05,2012
3,Boston College,2011-12-05,2012
4,Ohio State,2011-12-05,2012
5,Merrimack,2011-12-05,2012
6,Colorado College,2011-12-05,2012
7,Notre Dame,2011-12-05,2012
8,Western Michigan,2011-12-05,2012
9,Ferris State,2011-12-05,2012
10,Union,2011-12-05,2012
11,Boston University,2011-12-05,2012
12,Colgate,2011-12-05,2012
13,Denver,2011-12-05,2012
14,Michigan State,2011-12-05,2012
15,Lake Superior State,2011-12-05,2012
16,Cornell,2011-12-05,2012
17,Yale,2011-12-05,2012
18,UMass Lowell,2011-12-05,2012
19,North Dakota,2011-12-05,2012
20,Providence,2011-12-05,2012
1,Minnesota Duluth,2011-12-12,2012
2,Minnesota,2011-12-12,2012
3,Boston College,2011-12-12,2012
4,Ohio State,2011-12-12,2012
5,Merrimack,2011-12-12,2012
6,Notre Dame,2011-12-12,2012
7,Colorado College,2011-12-12,2012
8,Western Michigan,2011-12-12,2012
9,Boston University,2011-12-12,2012
10,Ferris State,2011-12-12,2012
11,Union,2011-12-12,2012
12,Colgate,2011-12-12,2012
13,Cornell,2011-12-12,2012
14,Denver,2011-12-12,2012
15,Michigan State,2011-12-12,2012
16,Lake Superior State,2011-12-12,2012
17,UMass Lowell,2011-12-12,2012
18,North Dakota,2011-12-12,2012
19,Yale,2011-12-12,2012
20,Michigan,2011-12-12,2012
1,Minnesota Duluth,2011-12-19,2012
2,Minnesota,2011-12-19,2012
3,Boston College,2011-12-19,2012
4,Ohio State,2011-12-19,2012
5,Notre Dame,2011-12-19,2012
6,Colorado College,2011-12-19,2012
7,Merrimack,2011-12-19,2012
8,Western Michigan,2011-12-19,2012
9,Boston University,2011-12-19,2012
10,Union,2011-12-19,2012
11,Ferris State,2011-12-19,2012
12,Colgate,2011-12-19,2012
13,Cornell,2011-12-19,2012
14,Michigan State,2011-12-19,2012
15,Denver,2011-12-19,2012
16,Lake Superior State,2011-12-19,2012
17,UMass Lowell,2011-12-19,2012
18,North Dakota,2011-12-19,2012
19,Yale,2011-12-19,2012
20,Michigan,2011-12-19,2012
1,Minnesota Duluth,2012-01-02,2012
2,Ohio State,2012-01-02,2012
3,Minnesota,2012-01-02,2012
4,Boston College,2012-01-02,2012
5,Notre Dame,2012-01-02,2012
6,Colorado College,2012-01-02,2012
7,Merrimack,2012-01-02,2012
8,Western Michigan,2012-01-02,2012
9,Colgate,2012-01-02,2012
10,Boston University,2012-01-02,2012
11,Denver,2012-01-02,2012
12,UMass Lowell,2012-01-02,2012
13,Cornell,2012-01-02,2012
14,Union,2012-01-02,2012
15,Michigan State,2012-01-02,2012
16,Michigan,2012-01-02,2012
17,Ferris State,2012-01-02,2012
18,Lake Superior State,2012-01-02,2012
19,North Dakota,2012-01-02,2012
20,Yale,2012-01-02,2012
1,Minnesota Duluth,2012-01-09,2012
2,Ohio State,2012-01-09,2012
3,Notre Dame,2012-01-09,2012
4,Boston College,2012-01-09,2012
5,Minnesota,2012-01-09,2012
6,Boston University,2012-01-09,2012
7,Merrimack,2012-01-09,2012
8,Colorado College,2012-01-09,2012
9,Cornell,2012-01-09,2012
10,Western Michigan,2012-01-09,2012
11,UMass Lowell,2012-01-09,2012
12,Colgate,2012-01-09,2012
13,Ferris State,2012-01-09,2012
14,Union,2012-01-09,2012
15,Michigan,2012-01-09,2012
16,Denver,2012-01-09,2012
17,North Dakota,2012-01-09,2012
18,Michigan State,2012-01-09,2012
19,Lake Superior State,2012-01-09,2012
20,Northern Michigan,2012-01-09,2012
1,Minnesota Duluth,2012-01-16,2012
2,Boston University,2012-01-16,2012
3,Boston College,2012-01-16,2012
4,Minnesota,2012-01-16,2012
5,Ohio State,2012-01-16,2012
6,Merrimack,2012-01-16,2012
7,Notre Dame,2012-01-16,2012
8,Western Michigan,2012-01-16,2012
9,Cornell,2012-01-16,2012
10,Michigan,2012-01-16,2012
11,Colorado College,2012-01-16,2012
12,Union,2012-01-16,2012
13,Ferris State,2012-01-16,2012
14,UMass Lowell,2012-01-16,2012
15,Denver,2012-01-16,2012
16,Michigan State,2012-01-16,2012
17,North Dakota,2012-01-16,2012
18,Colgate,2012-01-16,2012
19,Lake Superior State,2012-01-16,2012
20,Miami,2012-01-16,2012
1,Minnesota Duluth,2012-01-23,2012
2,Boston University,2012-01-23,2012
3,Minnesota,2012-01-23,2012
4,Notre Dame,2012-01-23,2012
5,Merrimack,2012-01-23,2012
6,Ohio State,2012-01-23,2012
7,Boston College,2012-01-23,2012
8,Michigan,2012-01-23,2012
9,Cornell,2012-01-23,2012
10,Ferris State,2012-01-23,2012
11,UMass Lowell,2012-01-23,2012
12,Colorado College,2012-01-23,2012
13,Western Michigan,2012-01-23,2012
14,Union,2012-01-23,2012
15,Denver,2012-01-23,2012
16,Michigan State,2012-01-23,2012
17,Miami,2012-01-23,2012
18,North Dakota,2012-01-23,2012
19,Northern Michigan,2012-01-23,2012
20,Maine,2012-01-23,2012
1,Minnesota Duluth,2012-01-30,2012
2,Minnesota,2012-01-30,2012
3,Boston University,2012-01-30,2012
4,Merrimack,2012-01-30,2012
5,Boston College,2012-01-30,2012
6,Ferris State,2012-01-30,2012
7,Michigan,2012-01-30,2012
8,Notre Dame,2012-01-30,2012
9,UMass Lowell,2012-01-30,2012
10,Ohio State,2012-01-30,2012
11,Colorado College,2012-01-30,2012
11,Union,2012-01-30,2012
13,Denver,2012-01-30,2012
14,Cornell,2012-01-30,2012
15,Maine,2012-01-30,2012
16,Western Michigan,2012-01-30,2012
17,North Dakota,2012-01-30,2012
18,Miami,2012-01-30,2012
19,Northern Michigan,2012-01-30,2012
20,Colgate,2012-01-30,2012
1,Boston University,2012-02-06,2012
2,Minnesota,2012-02-06,2012
3,Minnesota Duluth,2012-02-06,2012
4,Michigan,2012-02-06,2012
5,Boston College,2012-02-06,2012
6,Ferris State,2012-02-06,2012
7,UMass Lowell,2012-02-06,2012
8,Merrimack,2012-02-06,2012
9,Notre Dame,2012-02-06,2012
10,Colorado College,2012-02-06,2012
11,Union,2012-02-06,2012
12,Maine,2012-02-06,2012
13,Cornell,2012-02-06,2012
14,Denver,2012-02-06,2012
15,Ohio State,2012-02-06,2012
16,North Dakota,2012-02-06,2012
17,Michigan State,2012-02-06,2012
18,Western Michigan,2012-02-06,2012
19,Northern Michigan,2012-02-06,2012
20,Miami,2012-02-06,2012
1,Ferris State,2012-02-13,2012
2,Boston University,2012-02-13,2012
3,Boston College,2012-02-13,2012
4,Minnesota Duluth,2012-02-13,2012
5,Michigan,2012-02-13,2012
6,UMass Lowell,2012-02-13,2012
7,Minnesota,2012-02-13,2012
8,Union,2012-02-13,2012
9,Merrimack,2012-02-13,2012
