01/26/2008,Maine,Allyse Wilcox,JR,19,1,1,0,65:00,T,2007-08
01/27/2008,Maine,Melissa Haber,SO,26,3,1,0,60:00,W,2007-08
01/31/2008,Providence,Melissa Haber,SO,28,4,1,0,60:00,L,2007-08
02/02/2008,Providence,Allyse Wilcox,JR,17,0,1,0,30:06,,2007-08
02/02/2008,Providence,Allyse Wilcox,JR,29,1,1,0,29:53,W,2007-08
02/05/2008,Boston College,Allyse Wilcox,JR,13,0,1,0,31:09,,2007-08
02/05/2008,Boston College,Allyse Wilcox,JR,11,1,1,0,28:36,W,2007-08
02/08/2008,Vermont,Allyse Wilcox,JR,20,0,1,1,52:10,W,2007-08
02/08/2008,Vermont,Allyse Wilcox,JR,4,0,1,0,7:33,,2007-08
02/09/2008,Vermont,Allyse Wilcox,JR,22,0,1,1,60:00,W,2007-08
02/12/2008,Harvard,Allyse Wilcox,JR,34,3,1,0,57:51,L,2007-08
02/16/2008,Connecticut,Allyse Wilcox,JR,16,2,1,0,64:24,L,2007-08
02/17/2008,Connecticut,Allyse Wilcox,JR,7,2,1,0,27:03,,2007-08
02/17/2008,Connecticut,Allyse Wilcox,JR,13,2,1,0,32:49,L,2007-08
02/22/2008,Boston College,Allyse Wilcox,JR,6,1,1,0,7:06,L,2007-08
02/22/2008,Boston College,Allyse Wilcox,JR,18,3,1,0,52:48,,2007-08
02/23/2008,Boston College,Allyse Wilcox,JR,23,1,1,0,60:00,W,2007-08
03/01/2008,Northeastern,Allyse Wilcox,JR,13,0,1,1,49:59,W,2007-08
03/01/2008,Northeastern,Allyse Wilcox,JR,4,0,1,0,9:58,,2007-08
03/02/2008,Northeastern,Melissa Haber,SO,21,2,1,0,60:00,W,2007-08
03/08/2008,New Hampshire,Allyse Wilcox,JR,19,6,1,0,40:00,L,2007-08
03/08/2008,New Hampshire,Melissa Haber,SO,9,2,1,0,20:00,,2007-08
10/03/2008,Union,Allyse Wilcox,SR,10,1,1,0,50:12,,2008-09
10/03/2008,Union,Allyse Wilcox,SR,2,1,1,0,9:46,W,2008-09
10/04/2008,Rensselaer,Allyse Wilcox,SR,33,2,1,0,59:01,L,2008-09
10/10/2008,Mercyhurst,Melissa Haber,JR,34,4,1,0,58:25,L,2008-09
10/11/2008,Mercyhurst,Allyse Wilcox,SR,24,2,1,0,54:36,,2008-09
10/11/2008,Mercyhurst,Allyse Wilcox,SR,2,0,1,1,5:21,W,2008-09
10/18/2008,Clarkson,Melissa Haber,JR,17,1,1,0,45:35,W,2008-09
10/18/2008,Clarkson,Melissa Haber,JR,11,0,1,0,14:24,,2008-09
10/19/2008,St. Lawrence,Allyse Wilcox,SR,31,2,1,0,65:00,T,2008-09
10/23/2008,New Hampshire,Allyse Wilcox,SR,27,2,1,0,60:00,W,2008-09
10/25/2008,Maine,Melissa Haber,JR,12,1,1,0,60:00,W,2008-09
10/30/2008,New Hampshire,Allyse Wilcox,SR,34,2,1,0,65:00,T,2008-09
11/01/2008,Providence,Allyse Wilcox,SR,15,2,1,0,38:07,,2008-09
11/01/2008,Providence,Allyse Wilcox,SR,3,1,1,0,15:06,,2008-09
11/01/2008,Providence,Allyse Wilcox,SR,0,0,1,1,5:42,T,2008-09
11/01/2008,Providence,Allyse Wilcox,SR,1,0,1,0,5:11,,2008-09
11/14/2008,Princeton,Allyse Wilcox,SR,30,0,1,1,60:00,W,2008-09
11/15/2008,Quinnipiac,Melissa Haber,JR,7,1,1,0,60:00,W,2008-09
11/22/2008,Boston College,Allyse Wilcox,SR,24,1,1,0,60:00,W,2008-09
11/25/2008,Yale,Allyse Wilcox,SR,10,2,1,0,29:14,L,2008-09
11/25/2008,Yale,Allyse Wilcox,SR,10,2,1,0,30:36,,2008-09
12/05/2008,Vermont,Allyse Wilcox,SR,16,3,1,0,59:00,L,2008-09
12/07/2008,New Hampshire,Melissa Haber,JR,29,3,1,0,65:00,T,2008-09
12/10/2008,Boston College,Allyse Wilcox,SR,8,1,1,0,33:35,L,2008-09
12/10/2008,Boston College,Allyse Wilcox,SR,0,0,1,0,5:56,,2008-09
